"from","to","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"Cambodia","Germany","0.000000","0.941132","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Cambodia","Luxembourg","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-8.212001","0.000000","0.000000","0.000000","-6.950671","0.000000"
"Cambodia","Thailand","0.665513","1.430397","5.407308","3.390897","0.000000","1.684441","0.877508","0.822794","5.935985","4.613438","0.815960","4.796819"
"Cambodia","United States","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.000000","0.000000","0.000000","0.000000"
"Cambodia","Viet Nam","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.623000","0.000000"
"Cameroon","Belgium","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.390134","2.569723"
"Cameroon","France","28.635091","6.587925","36.115996","45.941902","62.179774","-12.544832","17.792669","-1.464826","-88.908276","92.709706","-113.991006","1.284856"
"Cameroon","Italy","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","8.466694","-7.696123","0.000000","0.000000","66.067579"
"Cameroon","Luxembourg","0.000000","0.000000","0.000000","0.000000","0.000000","-2.508966","2.737334","-1.464826","0.000000","0.000000","-4.170403","0.000000"
"Cameroon","United States","0.000000","0.000000","0.000000","0.000000","1.000000","0.000000","0.000000","-5.000000","3.000000","2.000000","0.000000","0.000000"
"Cameroon","Zambia","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","4.100000","-0.900000","0.000000"
"Cape Verde","Germany","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.464826","-1.389192","0.000000","0.000000","0.000000"
"Cape Verde","Italy","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","2.167942","-4.084224","8.211431","3.086098","1.079284"
"Cape Verde","Luxembourg","0.000000","0.000000","0.000000","0.000000","0.000000","1.254483","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Cape Verde","Poland","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","5.737406","-6.547750","0.000000"
"Cape Verde","Portugal","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.348137","-1.535138","2.003215","10.939745","0.000000","0.000000"
"Cayman Islands","Argentina","0.000000","0.000000","0.000000","0.000000","-40.581000","30.192000","-61.300000","429.027000","-441.499000","558.324000","605.627000","-562.086000"
"Cayman Islands","Australia","-20.688514","-3.803190","..","-186.799044","..","27.862075","..","388.364173","-49.914599","351.324576","-201.142282",".."
"Cayman Islands","Bangladesh","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.200000","2.550000","0.740000"
"Cayman Islands","Belgium","0.000000","..","..","..","..","..","0.000000","0.000000","326.460075","941.665729","-136.233153","44.970153"
"Cayman Islands","Bolivia","12.032000","5.289000","3.036000","16.811000","5.252000","-15.498000","45.163000","107.493000","6.867000","18.712000","51.665000","0.000000"
"Cayman Islands","Brazil","1698.148000","1393.909000","961.965000","1425.234000","1027.102000","997.627000","1533.094000","747.607000","357.962000","3132.363000","581.115000","414.280000"
"Cayman Islands","Bulgaria","9.177547","0.000000","11.588720","-2.100911","3.108989","71.003750","43.934205","37.353060","43.620623","-16.157977","-9.975186","4.987061"
"Cayman Islands","Chile","0.000000","0.000000","0.000000","0.000000","0.000000","753.000000","1039.000000","1371.000000","-288.464000","673.886000","2906.195000","3022.207000"
"Cayman Islands","China","1066.710000","1179.540000","866.000000","2042.580000","1947.540000","2095.460000","2570.780000","3144.970000","2581.890000","2499.000000","2241.960000","1975.400000"
"Cayman Islands","Colombia","163.509000","75.335000","23.141000","11.150000","114.036000","221.710000","287.209000","128.334000","203.557000","309.349000","443.624000","483.050000"
"Cayman Islands","Costa Rica","2.200000","5.600000","12.200000","3.900000","30.400000","2.900000","19.686000","1.600000","2.490000","0.000000","0.000000","0.000000"
"Cayman Islands","Croatia","0.000000","0.000000","0.000000","0.000000","0.000000","13.970828","-4.212757","0.531732","0.000000","0.000000","0.000000","0.000000"
"Cayman Islands","Cyprus","0.000000","4.961806","5.746958","0.000000","0.000000","0.000000","-0.834887","39.403816","64.111202","158.202491","-48.654698","269.820916"
"Cayman Islands","Czech Republic","15.346270","-17.007499","-2.410578","103.101970","-67.903863","62.919329","0.877120","24.636679","-53.830037","-32.852348","159.255590","-80.884689"
"Cayman Islands","Denmark","0.000000","0.000000","0.000000","0.000000","0.000000","-484.800178","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Cayman Islands","Dominican Republic","0.000000","-13.679594","-9.100000","-62.800000","-58.700000","-40.800000","4.400000","1.000000","-44.400000","35.300000","65.500000","83.900000"
"Cayman Islands","Ecuador","67.346600","4.097000","438.220000","31.581000","-1.643000","-9.594000","-356.628000","2.359000","15.624000","-25.721000","-62.819000","-84.337000"
"Cayman Islands","El Salvador","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-40.706000","18.980000","10.156000"
"Cayman Islands","Estonia","..","0.000000","14.393631","5.607453","4.110083","23.452564","..","0.000000","0.000000","0.000000","0.000000","0.000000"
"Cayman Islands","France","38.478403","22.587172","567.698305","-392.368678","410.386509","205.735246","-544.729401","8.788955","-791.839332","-6.622122","-663.094022","21.842640"
"Cayman Islands","Germany","4391.012161","182.579643","2028.138875","439.552253","33.577078","1432.619825","276.470701","197.751492","526.503696","0.000000","0.000000","0.000000"
"Cayman Islands","Hong Kong, China","500.080141","-7590.794623","449.481491","770.416025","-38.573649","2098.398137","615.272604","385.265891","1354.532847","2728.734215","2569.373073","1624.460769"
"Cayman Islands","India","0.000000","0.000000","0.000000","0.000000","14.000000","0.000000","0.000000","0.000000","0.000000","56.310000","50.370000","19.640000"
"Cayman Islands","Indonesia","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-11.000000","5.420000","308.000000","48.000000","65.000000"
"Cayman Islands","Israel","0.000000","0.000000","0.000000","0.000000","3.365510","2.429129","-0.538748","0.000000","0.000000","983.058491","55.088015","-955.663000"
"Cayman Islands","Italy","0.000000","0.000000","6.830438","0.000000","8.069691","0.000000","0.000000","0.000000","-15.378353","-20.170983","-44.428690","15.842342"
"Cayman Islands","Japan","-1049.955155","-115.641050","0.000000","-770.844694","1105.016691","-43.843103","1506.102774","3651.575576","942.476069","577.017905","-1316.377260","-1970.159355"
"Cayman Islands","Korea, Republic of","50.354000","46.333000","288.988000","17.354000","224.243000","77.844000","404.700000","-467.274961","76.641994","84.753125","0.000000","0.000000"
"Cayman Islands","Latvia","-3.503648","1.617620","-7.699374","-0.740421","0.000000","-1.070649","0.000000","3.327669","0.000000","3.581696","4.389176","2.011429"
"Cayman Islands","Lithuania","0.000000","0.000000","0.000000","0.751639","2.260250","25.532023","1.121356","-3.792828","2.149732","0.000000","0.000000","0.818973"
"Cayman Islands","Luxembourg","0.000000","1448.402428","444.678195","1773.109087","5011.689798","10789.810084","7795.926300","4435.492731","2458.869503","1666.125860","2820.582327","7633.362200"
"Cayman Islands","Macao, China","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","303.861169","52.102381","675.062670","590.281372","525.541123"
"Cayman Islands","Malaysia","10.360000","0.000000","24.720000","16.130000","24.640000","40.570000","0.000000","1151.560481","-100.884948","424.685122","-991.775163","204.676573"
"Cayman Islands","Mexico","77.650000","38.529000","175.379000","51.743000","-1.246000","0.000000","-29.451000","-22.492000","-16.641000","46.705000","49.083000","11.071000"
"Cayman Islands","New Zealand","0.000000","0.000000","0.000000","0.000000","-45.061854","46.042307","0.000000","0.000000","-83.116688","-11.528790","-26.860271","41.340296"
"Cayman Islands","Nigeria","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.071000","0.000000"
"Cayman Islands","Pakistan","0.000000","0.579000","0.000000","18.468000","17.758000","14.745000","3.952000","-59.164000","111.678000","49.799000","0.000000","0.000000"
"Cayman Islands","Philippines","13.020000","0.600000","0.000000","0.000000","-0.810000","0.000000","0.000000","8.000000","13.400000","3.660000","0.000000","0.000000"
"Cayman Islands","Poland","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.824031","-22.849621","-0.491319"
"Cayman Islands","Portugal","72.437831","-42.771634","28.365729","17.377214","0.000000","0.000000","0.000000","0.000000","0.000000","-170.930209","0.000000","0.000000"
"Cayman Islands","Romania","0.000000","0.000000","-1.554116","0.000000","4.974382","1.254483","0.000000","0.000000","0.000000","-1.324424","27.802684","-2.569723"
"Cayman Islands","Saudi Arabia","0.000000","0.000000","0.000000","0.000000","41.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Cayman Islands","Slovakia","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","5.859303","15.281110","22.515214","-4.170403","1.284862"
"Cayman Islands","Spain","0.000000","0.000000","0.000000","0.000000","0.000000","538.173297","0.000000","111.326766","1037.726282","-676.780854","0.000000","89.940305"
"Cayman Islands","Sweden","0.944613","..","..","1179.746247","..","189.329150","..","..","..","..","270.268605",".."
"Cayman Islands","Thailand","0.000000","0.000000","0.000000","0.000000","-153.430250","155.452986","608.877056","1117.097676","249.623168","269.150437","865.982218","-539.482548"
"Cayman Islands","Turkey","0.000000","0.000000","0.000000","0.000000","0.000000","16.000000","13.000000","2.000000","2.000000","0.000000","55.000000","10.000000"
"Cayman Islands","United Republic of Tanzania","0.000000","0.000000","4.730000","14.630000","-1.190000","0.000000","0.000000","0.000000","0.000000","23.600000","31.600000","0.000000"
"Cayman Islands","Uruguay","1.546000","0.000000","0.655000","0.746000","0.000000","0.000000","0.000000","2.200000","2.296000","3.225000","0.000000","0.000000"
"Cayman Islands","Viet Nam","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","35.622000","2.129000"
"Cayman Islands","Zambia","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.600000","0.000000","0.000000"
"Central African Republic","France","0.000000","0.000000","0.000000","1.241673","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","..","0.000000"
"Central African Republic","Italy","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.181614","-1.053586"
"Chad","Denmark","0.000000","0.000000","0.000000","0.000000","-7.670617","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Chad","France","0.000000","0.941132","4.514499","-1.241673","1.243595","1.254483","2.737334","1.464826","1.389192","0.000000","1.390134","2.569717"
"Chad","Luxembourg","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.390134","0.000000"
"Chad","Malawi","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.700000","0.000000","0.000000"
"Christmas Island","Luxembourg","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.284862"
"Comoros","Luxembourg","0.000000","0.000000","0.000000","0.000000","2.487191","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Congo","Belgium","0.000000","..","..","..","..","..","0.000000","0.000000","1.389192","2.648849","34.753355","-29.551815"
"Congo","France","4.474233","3.764529","2.257250","7.450038","13.679550","7.526899","10.949335","42.479950","9.724343","29.137336","175.156911","-113.067818"
"Congo","Luxembourg","0.000000","0.000000","-1.128625","0.000000","0.000000","0.000000","0.000000","0.000000","-4.167575","-2.648849","0.000000","0.000000"
"Congo","Sweden","0.000000","..","-0.000025","-0.000014","0.000000","-0.000014","-0.000015","0.000000","0.000000","0.000000","0.000000","0.000000"
"Congo","United States","-1.000000","1.000000","0.000000","-5.000000","1.000000","0.000000","2.000000","1.000000","-3.000000","2.000000","16.000000","0.000000"
"Cook Islands","Belgium","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","4.170403","5.139446"
"Cook Islands","Hong Kong, China","0.000000","0.000000","0.000000","0.000000","295.731311","115.862474","102.545434","963.164728","12.900313","540.598288","809.352518","1302.147125"
"Côte d' Ivoire","Belgium","0.000000","0.000000","1.128625","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.390134","0.000000"
"Côte d' Ivoire","Benin","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","22.000000"
"Côte d' Ivoire","France","1.789693","37.645287","5.643124","4.966692","6.217977","42.652429","49.272006","35.155821","22.227069","13.244244","-12.511208","5.139440"
"Côte d' Ivoire","Italy","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","46.771890","-43.981813","0.000000","0.000000","0.668128"
"Côte d' Ivoire","Luxembourg","0.000000","0.000000","1.128625","-4.966692","-1.243595","-25.089664","24.636003","1.464826","2.778384","7.946546","-19.461879","-61.673352"
"Côte d' Ivoire","Romania","0.000000","0.000000","0.000000","1.117506","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Côte d' Ivoire","Sweden","0.000000","..","0.000000","0.000000","-0.000067","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-0.590404"
"Côte d' Ivoire","United Republic of Tanzania","1.460000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Côte d' Ivoire","United States","0.000000","-1.000000","-1.000000","-27.000000","..","78.000000","-84.000000","..","1.000000","0.000000","-4.000000","0.000000"
"Democratic Republic of Congo","Belgium","0.000000","-2.823397","..","..","..","..","0.000000","0.000000","0.000000","1.324424","23.632282","-1.284862"
"Democratic Republic of Congo","Denmark","0.000000","0.000000","0.000000","0.000000","-14.674224","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Democratic Republic of Congo","Finland","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","2.790886","0.000000","0.000000","23.492408"
"Democratic Republic of Congo","France","0.000000","0.000000","0.000000","3.725019","7.461573","-1.254483","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Democratic Republic of Congo","Italy","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.494122","0.000000","1.536332","4.309416","-1.503288"
"Democratic Republic of Congo","Luxembourg","0.000000","0.941132","0.000000","0.000000","0.000000","0.000000","-71.170675","-21.972388","1.389192","0.000000","1.390134","19.272923"
"Democratic Republic of Congo","Mexico","0.000000","0.000000","0.729000","1.088000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.996000"
"Democratic Republic of Congo","Sweden","-0.000097","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Democratic Republic of Congo","Zambia","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","4.320000","0.000000","0.000000","-23.000000","4.500000","28.557737"
"Djibouti","France","0.000000","2.823397","0.000000","0.000000","4.974382","-2.508966","0.000000","0.000000","0.000000","..","..",".."
"Djibouti","Sweden","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Dominica","Bulgaria","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-0.878896","-0.694596","1.191982","1.650784","0.000000"
"Dominica","Czech Republic","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.644341","0.000000","0.000000","0.000000","0.000000"
"Dominica","Estonia","..","-10.550536","-1.371951","0.000000","0.000000","0.000000","-3.160252","0.914051","0.000000","0.000000","0.000000","0.000000"
"Dominica","Latvia","0.000000","0.000000","0.000000","0.925527","0.000000","0.000000","0.000000","-4.783525","2.175848","-2.073613","0.000000","0.000000"
"Dominica","Luxembourg","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.368667","-16.113085","0.000000","0.000000","0.000000","0.000000"
"Dominica","Romania","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.390134","0.000000"
"Dominican Republic","Argentina","0.000000","0.000000","0.000000","0.000000","1.419000","0.845000","20.608000","16.735000","17.350000","32.475000","25.763000","19.227000"
"Dominican Republic","Belgium","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.389192","0.000000","0.000000","0.000000"
"Dominican Republic","Bulgaria","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-0.927097","-1.818435","0.000000"
"Dominican Republic","Colombia","2.488000","2.695000","0.000000","0.000000","0.000000","0.000000","0.000000","0.772000","0.000000","0.000000","0.000000","0.559000"
"Dominican Republic","Croatia","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","4.285837","1.823856","0.000000"
"Dominican Republic","Ecuador","0.000000","0.000000","1.655000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.493000","0.000000"
"Dominican Republic","France","1.789693","0.000000","0.000000","0.000000","-1.243595","-1.254483","0.000000","0.000000","0.000000","..","..",".."
"Dominican Republic","Germany","0.000000","-0.941132","0.000000","0.000000","0.000000","-1.254483","0.000000","-4.394478","1.389192","0.000000","0.000000","0.000000"
"Dominican Republic","Guatemala","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.600000"
"Dominican Republic","Italy","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","10.312374","10.307803","4.900370","5.004483","7.516440"
"Dominican Republic","Lithuania","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.451816"
"Dominican Republic","Luxembourg","0.000000","0.000000","0.000000","-2.483346","0.000000","0.000000","-2.737334","2.929652","15.281110","7.946546","6.950671","16.703200"
"Dominican Republic","Mexico","6.171000","-4.811000","1.095000","0.000000","0.000000","1.549000","-1.283000","0.000000","0.000000","16.751000","0.000000","0.000000"
"Dominican Republic","Panama","0.000000","0.000000","0.000000","0.000000","0.000000","2.544000","15.094000","0.000000","0.000000","34.622000","29.962000","30.950000"
"Dominican Republic","United States","-28.000000","16.000000","-41.000000","-10.000000","22.000000","-126.000000","-47.000000","30.000000","68.000000","-76.000000","-29.000000","0.000000"
"Ecuador","Argentina","0.000000","0.000000","0.000000","0.000000","0.498000","-0.988000","3.268000","4.262000","1.436000","3.483000","3.150000","1.503000"
"Ecuador","Belgium","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.324424","0.000000","3.854585"
"Ecuador","Bolivia","0.000000","0.697000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Ecuador","Chile","0.000000","0.000000","0.000000","0.000000","0.000000","4.000000","-1.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Ecuador","Colombia","-8.190000","2.924000","-0.773000","5.884000","17.129000","14.792000","6.802000","7.498000","3.961000","29.941000","55.040000","45.184000"
"Ecuador","Denmark","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.551096","0.000000","0.000000","0.000000","0.000000","0.000000"
"Ecuador","El Salvador","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-9.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Ecuador","France","0.000000","0.000000","1.128625","0.000000","-1.243595","0.000000","0.000000","0.000000","0.000000","..","..",".."
"Ecuador","Germany","0.000000","0.000000","0.000000","0.000000","0.000000","-1.254483","2.737334","-2.929652","1.389192","0.000000","0.000000","0.000000"
"Ecuador","Italy","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","9.199106","6.015201","2.728314","2.571748","2.890938"
"Ecuador","Luxembourg","0.000000","0.000000","2.257250","0.000000","0.000000","0.000000","0.000000","0.000000","5.556767","2.648849","-1.390134","0.000000"
"Ecuador","Mexico","1.800000","0.000000","0.697000","0.520000","2.346000","-2.846000","0.000000","0.000000","1.461000","-1.149000","3.775000","2.436000"
"Ecuador","Panama","-15.250000","0.000000","3.855000","3.228000","21.569000","36.106000","7.446000","19.925000","-4.028000","8.784000","12.581000","7.480000"
"Ecuador","Paraguay","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.565000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Ecuador","Peru","0.000000","0.000000","0.767000","10.771000","4.250000","2.943000","5.103000","12.280000","4.391000","41.134000","0.750000","0.000000"
"Ecuador","Poland","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.729612","0.877533","0.706271"
"Ecuador","United States","5.000000","-3.000000","3.000000","0.000000","-15.000000","5.000000","-9.000000","-10.000000","31.000000","48.000000","-13.000000","0.000000"
"Ecuador","Uruguay","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","7.442000","0.000000","0.000000","0.000000","0.000000"
"Ecuador","Venezuela","3.000000","-4.000000","-3.000000","-11.000000","-8.000000","0.000000","-1.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Egypt","Algeria","362.992000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Egypt","Austria","0.000000","0.000000","0.000000","0.000000","0.000000","-1.416312","0.567997","0.000000","0.000000","0.000000","0.000000","0.000000"
"Egypt","Bangladesh","0.000000","0.000000","0.000000","19.860000","48.400000","105.360000","75.170000","373.400000","72.710000","3.010000","152.300000","126.620000"
"Egypt","Belgium","0.000000","..","0.000000","..","0.000000","0.000000","0.000000","0.000000","18.059494","14.568668","19.461879","-34.691261"
"Egypt","Bulgaria","0.000000","0.000000","0.000000","0.000000","0.000000","-0.627242","0.000000","0.000000","0.000000","0.000000","2.008327","0.000000"
"Egypt","Cyprus","6.608944","8.712154","3.219967","0.000000","-0.991283","0.000000","0.000000","5.580987","4.223143","..","-5.560537","1.284862"
"Egypt","Czech Republic","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.370204","0.000000"
"Egypt","Denmark","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","5.327259","0.000000","55.961066","-88.903430","-18.626448","0.000000"
"Egypt","Finland","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.386413","1.005238","-7.733317","11.711513"
"Egypt","France","0.000000","8.470190","2.257250","1.241673","7.461573","8.781382","35.585338","73.241293","98.632619","49.003702","113.991006","-75.806834"
"Egypt","Germany","6.263926","-14.116983","18.057998","9.933384","0.000000","15.053799","-5.474667","7.324129","-4.167575","9.270971","6.950671","12.848615"
"Egypt","Greece","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-5.273373","0.000000","0.000000","0.000000","0.000000"
"Egypt","Hungary","0.000000","0.000000","0.000000","-0.622577","0.000000","0.000000","0.000000","-0.683371","3.409618","0.000000","1.002064","0.000000"
"Egypt","India","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.500000","0.000000"
"Egypt","Italy","10.105502","4.229448","8.722013","0.743762","36.560464","3.876353","5.181773","55.267880","21.365770","-38.461284","14.026454","2.916636"
"Egypt","Luxembourg","0.000000","0.000000","1.128625","1.241673","8.705168","2.508966","-1.368667","36.620647","37.508179","30.461761","-8.340805","10.278892"
"Egypt","Morocco","0.982040","0.000000","0.000000","1.465942","1.071629","9.652575","8.044110","19.921732","7.533728","34.572231","14.400726","0.000000"
"Egypt","Pakistan","0.000000","0.000000","0.000000","0.000000","1.824000","1.479000","7.812000","20.287000","0.663000","2.486000","-12.092000","-32.783000"
"Egypt","Poland","0.000000","0.000000","1.241918","1.237653","-0.621798","0.000000","4.299211","2.407398","0.000000","0.000000","0.000000","0.000000"
"Egypt","Portugal","0.000000","0.000000","0.000000","0.000000","0.000000","1.210576","0.000000","0.000000","0.000000","0.529770","0.000000","0.000000"
"Egypt","Romania","0.000000","0.000000","1.267446","2.477138","8.705168","13.799315","-34.216671","0.000000","-1.389192","-6.622122","0.000000","2.569723"
"Egypt","Saudi Arabia","10.000000","29.000000","26.000000","34.000000","30.000000","10.000000","80.000000","482.000000","362.000000","231.000000","0.000000","0.000000"
"Egypt","Spain","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","188.962537","0.000000","0.000000","0.000000","0.000000"
"Egypt","Sweden","0.000000","..","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","..","-0.590404"
"Egypt","Tunisia","0.000000","0.703368","0.000000","25.532530","18.806410","6.010428","9.833302","6.330449","13.552845","3.912254","0.000000","0.000000"
"Egypt","United Republic of Tanzania","0.000000","0.000000","0.000000","6.170000","0.000000","1.770000","1.820000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Egypt","United States","16.000000","-16.000000","-18.000000","-7.000000","25.000000","-112.000000","96.000000","-33.000000","..","..","..","0.000000"
"Egypt","Zambia","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","5.100000","-6.100000","0.000000","2.305429"
"Equatorial Guinea","Ecuador","0.000000","0.000000","0.000000","0.000000","3.150000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Equatorial Guinea","France","0.000000","0.941132","1.128625","0.000000","6.217977","35.125530","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Equatorial Guinea","Germany","0.000000","0.000000","0.000000","0.000000","0.000000","1.254483","0.000000","1.464826","0.000000","0.000000","0.000000","0.000000"
"Equatorial Guinea","Luxembourg","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","13.183433","0.000000","0.000000","0.000000","-5.139446"
"Equatorial Guinea","Morocco","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.746432","1.545142","0.000000"
"Equatorial Guinea","Romania","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.368667","0.000000","0.000000","0.000000","0.000000","0.000000"
"Equatorial Guinea","United States","0.000000","-9.000000","-12.000000","25.000000","2.000000","..","-7.000000","-4.000000","..","..","12.000000","0.000000"
"Eritrea","Italy","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-14.989380","14.330272","0.000000","0.000000"
"Eritrea","Luxembourg","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","100.089664","0.000000"
"Eritrea","Nigeria","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-3.101000"
"Eritrea","Poland","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-4.377674","0.000000","0.000000"
"Ethiopia","Belgium","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.324424","-1.390134","0.000000"
"Ethiopia","Italy","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","6.313399","5.223361","6.383725","5.185201","3.713250"
"Ethiopia","Mexico","0.000000","0.000000","1.302000","1.239000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Ethiopia","United States","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.000000","0.000000","0.000000","0.000000","0.000000"
"Fiji","Australia","..","0.000000","..","0.000000","..","..","-0.836771","..","..","..","..",".."
