"from","to","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"Libya ","France","4.47423289277053","107.289069","20.315247","-50.908594","1.243595","2.508966","4.106001","0.000000","8.335151","33.110609","-36.143490","1.284856"
"Libya ","Germany","12.5278520997575","46.115477","4.514499","2.483346","-4.974382","-1.254483","210.774693","26.366866","19.448685","0.000000","0.000000","0.000000"
"Libya ","Italy","0","28.096560","0.000000","0.949880","0.000000","59.136338","-63.636165","31.054308","16.128517","61.718176","15.527799","17.281387"
"Libya ","Kenya","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.593926","0.000000","0.000000","0.000000","0.000000"
"Libya ","Luxembourg","0","0.000000","0.000000","1.241673","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.284862"
"Libya ","Malta","0","0.000000","0.000000","8.244709","15.784957","38.005823","19.960637","19.773684","26.604412","118.003861","0.000000","0.000000"
"Libya ","Morocco","0.521985313633549","0.000000","2.663358","2.717630","0.000000","0.886809","1.977459","30.850299","1.501781","1.093005","0.815835","0.000000"
"Libya ","Pakistan","0","0.000000","0.000000","0.642000","1.972000","9.640000","22.549000","2.438000","3.250000","-1.653000","-1.788000","0.000000"
"Libya ","Romania","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.464826","0.000000","0.000000","0.000000","0.000000"
"Libya ","Spain","0","0.000000","0.000000","0.000000","0.000000","92.831757","0.000000","152.341890","0.000000","0.000000","0.000000","0.000000"
"Libya ","Sweden","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-2.219904","0.000000","0.000000"
"Libya ","Tunisia","49.7668049850213","6.189642","3.802990","6.664151","6.474338","3.215579","40.995505","111.529534","12.293838","52.396255","9.234397","0.000000"
"Libya ","Turkey","0","0.000000","0.000000","0.000000","3.000000","12.000000","0.000000","82.000000","1.000000","0.000000","0.000000","0.000000"
"Libya ","United Republic of Tanzania","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-15.600000","-0.800000","0.000000"
"Libya ","United States","0","0.000000","0.000000","0.000000","0.000000","-1.000000","1.000000","-2.000000","..","0.000000","-4.000000","0.000000"
"Libya ","Zambia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","239.700000","-7.800000","0.000000"
"Madagascar","Belgium","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.389192","0.000000","0.000000","0.000000"
"Madagascar","France","1.78969315710821","1.882264","1.128625","2.483346","-3.730786","-5.017933","0.000000","0.000000","0.000000","..","..","0.000000"
"Madagascar","Germany","0","0.000000","0.000000","0.000000","2.487191","-2.508966","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Madagascar","Luxembourg","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.389192","0.000000","0.000000","0.000000"
"Madagascar","United States","2","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.000000","0.000000","0.000000","0.000000","0.000000"
"Malawi","Estonia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","4.253854","0.000000","0.000000","0.000000","0.000000"
"Malawi","Mozambique","0","0.000000","0.000000","0.000000","2.122000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","2.000000"
"Malawi","Zambia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-6.100000","0.000000","0.000000","2.733157"
"Maldives","India","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","2.010000","0.000000","0.000000"
"Mali","Belgium","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.390134","0.000000"
"Mali","France","-0.894846578554107","3.764529","5.643124","3.725019","0.000000","1.254483","4.106001","21.972388","26.394644","-18.541941","2.780268","6.424302"
"Mali","Mexico","4.032","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Mali","Morocco","0","0.000000","0.000000","0.000000","0.000000","1.796357","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Marshall Islands","Belgium","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-26.394644","-13.244244","-34.753355","0.000000"
"Marshall Islands","Bulgaria","0","0.000000","0.000000","0.000000","20.270606","11.792142","3.421667","6.591716","-11.808130","-10.462953","19.898520","10.625548"
"Marshall Islands","Croatia","0","0.000000","0.000000","0.000000","0.000000","1.006240","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Marshall Islands","Czech Republic","0","0.000000","0.000000","0.000000","17.710603","-17.645028","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Marshall Islands","Denmark","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","12.749773","0.000000","0.000000","0.000000","0.000000"
"Marshall Islands","Estonia",NA,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.240708","4.321182","0.000000","0.000000","0.000000"
"Marshall Islands","Latvia","0","0.000000","0.000000","0.000000","0.000000","0.000000","1.751682","0.623938","0.000000","0.000000","0.000000","-3.474286"
"Marshall Islands","Lithuania","0","0.000000","2.558096","0.000000","0.663295","0.000000","-1.537407","0.000000","0.000000","0.000000","0.000000","0.000000"
"Marshall Islands","Luxembourg","0","0.000000","0.000000","0.000000","0.000000","0.000000","13.686668","0.000000","0.000000","-1.324424","15.291476","7.709169"
"Marshall Islands","Mexico","0","0.000000","8.949000","0.000000","0.000000","19.529000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Marshall Islands","Poland","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.675564"
"Marshall Islands","Romania","0","0.000000","0.000000","12.333538","-1.243595","-3.763450","9.580668","0.000000","0.000000","1.324424","-2.780268","-11.563754"
"Marshall Islands","United States","1","..","..","..","..","..","0.000000","..","..","1.000000","3.000000","0.000000"
"Mauritania","Belgium","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","7.946546","0.000000","0.000000"
"Mauritania","Denmark","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.918493","0.000000","0.000000","0.000000","0.000000","0.000000"
"Mauritania","France","0","0.941132","0.000000","0.000000","0.000000","5.017933","0.000000","0.000000","0.000000","..","..",".."
"Mauritania","Luxembourg","0","0.000000","0.000000","0.000000","0.000000","0.000000","-2.737334","0.000000","-2.778384","0.000000","0.000000","0.000000"
"Mauritania","Morocco","0","0.000000","0.000000","0.000000","0.000000","0.000000","5.541769","0.000000","0.000000","8.981652","1.619309","0.000000"
"Mauritania","Mozambique","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","2.920000","0.000000","0.000000","0.000000","0.000000"
"Mexico","Argentina","0","0.000000","0.000000","0.000000","592.682000","28.467000","545.907000","544.313000","104.769000","308.017000","418.118000","562.273000"
"Mexico","Australia","0","0.000000","0.000000","0.000000","0.000000","..","..","0.000000","0.779916","..","0.000000",".."
"Mexico","Austria","0","0.000000","0.000000","0.000000","-21.141123","-4.808434","-0.629587","-16.338668","0.000000","0.000000","0.000000","0.000000"
"Mexico","Belgium","0","2.823397","..","0.000000","0.000000","0.000000","0.000000","0.000000","-88.908276","-107.278374","33.363221","-21.842646"
"Mexico","Bolivia","0","0.000000","1.942000","0.000000","4.184000","3.940000","2.361000","18.240000","6.867000","9.356000","0.000000","0.000000"
"Mexico","Brazil","34.103","24.425000","44.513000","60.741000","1634.077000","780.830000","269.750000","202.386000","134.104000","2329.715000","932.311000","2755.880000"
"Mexico","Bulgaria","0","0.000000","0.000000","0.000000","0.000000","0.501793","0.000000","0.000000","0.000000","0.000000","-0.602623","0.691641"
"Mexico","Chile","0","0.000000","0.000000","0.000000","0.000000","37.000000","91.000000","325.000000","-617.311000","94.769000","187.785000","577.331000"
"Mexico","Colombia","-151.927","-2.694000","27.442000","-10.409000","1061.464000","267.782000","401.140000","577.118000","-461.762000","-342.697000","424.950000","807.448000"
"Mexico","Costa Rica","33.1","31.200000","38.000000","29.300000","37.400000","30.700000","70.856000","19.841000","6.747000","40.361000","183.395000","346.258000"
"Mexico","Czech Republic","0","-1.725797","5.313907","0.000000","0.000000","-16.082777","-126.477675","-116.410434","266.852594","-31.119157","2.848909","0.000000"
"Mexico","Denmark","0","0.000000","0.000000","0.000000","-3.501803","2.186057","15.246983","0.784601","18.653689","35.561372","111.758691","17.263763"
"Mexico","Dominican Republic","37.8","6.200000","18.800000","52.700000","-1.300000","83.500000","-123.800000","1055.200000","273.200000","369.200000","72.900000","-361.700000"
"Mexico","Ecuador","0","0.000000","5.655000","0.000000","7.274000","42.597000","-40.235000","312.567000","620.962000","278.540000","70.133000","83.136000"
"Mexico","El Salvador","2.3","3.700000","10.900000","531.100000","33.100000","7.200000","59.400000","7.600000","0.000000","-48.543000","49.347000","19.519000"
"Mexico","Finland","8.94846578554107","-1.157593","1.455926","0.000000","0.000000","0.000000","0.000000","0.000000","1.532279","0.000000","0.742332","0.000000"
"Mexico","France","43.8474823491512","-1.882264","109.476612","-23.591788","264.885838","411.470493","-123.180015","495.111144","345.908761","-190.717110","336.412481","165.747128"
"Mexico","Germany","0","-27.292833","-28.215622","4.966692","-13.679550","11.290349","242.254030","-7.324129","13.891918","-59.599097","48.654698","104.073782"
"Mexico","Guatemala","0","0.000000","0.000000","0.000000","26.400000","82.800000","76.000000","76.134000","49.764000","96.640000","81.400000","95.700000"
"Mexico","Honduras","6.6","1.200000","3.600000","36.111000","45.023000","37.825000","92.111000","30.421000","167.666000","123.779000","153.923000","191.535000"
"Mexico","Hungary","0","0.000000","4.326847","5.468039","0.860654","0.676006","0.000000","-3.421868","3.249088","0.000000","-6.706856","-16.206585"
"Mexico","India","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","10.580000","0.000000","54.277547"
"Mexico","Ireland","0","0.000000","..","535.161076","1476.147839","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Mexico","Israel","0.5167791","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","19.939300","20.712000","32.326000"
"Mexico","Italy","0","-0.533622","0.876942","0.707754","6.006566","0.000000","0.000000","20.990955","-231.092058","236.489216","-4.212107","14.300509"
"Mexico","Japan","0","1.595049","2.257000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-7561.782014","-246.848522","0.000000"
"Mexico","Lithuania","0","0.000000","0.000000","0.902686","0.000000","0.664915","-0.784553","3.907377","1.706904","-4.991693","0.000000","2.576044"
"Mexico","Luxembourg","0","116.700391","67.717492","60.841978","38.551460","144.265569","351.747377","247.555572","223.659881","139.064559","-738.161269","-70.667383"
"Mexico","New Zealand","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.734927","0.000000","0.000000","0.000000","0.000000",".."
"Mexico","Panama","-19.387","29.470000","-8.620000","-27.538000","-121.039000","78.599000","68.391000","69.019000","153.580000","-9.213000","14.738000","132.925000"
"Mexico","Paraguay","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-8.364191","-17.895400","-12.561600","40.085000"
"Mexico","Peru","2.079","0.000000","0.000000","0.000000","415.370000","2.002000","8.500000","7.090000","10.000000","0.000000","0.000000","12.000000"
"Mexico","Poland","0","0.000000","0.564508","0.000000","-4.228225","5.519726","-6.430752","3.984659","3.942131","-6.002719","2.092580","3.777015"
"Mexico","Portugal","0","-0.719966","-1.401752","0.000000","0.000000","0.000000","0.000000","0.000000","0.694596","1.668775","0.000000","0.000000"
"Mexico","Slovakia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","8.788955","0.000000","-1.324424","0.000000","-1.284862"
"Mexico","Spain","345.410779321885","84.701896","469.507942","27.316807","-485.002238","218.280078","0.000000","250.485224","652.920151","1590.633671","0.000000","864.711793"
"Mexico","Sweden","-32.7371213368057","..","..","..","-66.951475","..","..","..","..","..","..",".."
"Mexico","United States","-716","2349.000000","2173.000000","-629.000000","-19.000000","2265.000000","291.000000","731.000000","2469.000000","190.000000","2491.000000","2801.000000"
"Mexico","Uruguay","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","24.222000","0.000000","0.000000","0.000000","0.000000"
"Mexico","Venezuela","-1","0.000000","0.000000","0.000000","1.000000","0.000000","0.000000","-3.000000","0.000000","0.000000","0.000000","0.000000"
"Mongolia","Japan","0","0.000000","0.000000","0.000000","0.000000","-2.589876","0.722591","0.000000","0.000000","0.000000","0.000000","0.000000"
"Mongolia","Korea, Republic of","0.828","0.000000","0.547000","2.849000","10.776000","5.342000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Mongolia","Luxembourg","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.324424","-1.390134","1.284862"
"Mongolia","United States","-1","-1.000000","1.000000","0.000000","0.000000","-1.000000","1.000000","-2.000000","-1.000000","0.000000","..","0.000000"
"Montenegro","Austria","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.324424","5.560537","5.139446"
"Montenegro","Belgium","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-10.278892"
"Montenegro","Bulgaria","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.547467","0.000000","0.000000","0.000000","0.000000","0.000000"
"Montenegro","Croatia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","5.490086","0.000000","0.000000","0.000000"
"Montenegro","Hungary","0","0.000000","0.000000","0.000000","0.000000","0.000000","-0.826392","1.063795","0.000000","0.000000","0.000000","0.000000"
"Montenegro","Italy","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.611244","0.000000","0.000000","0.000000"
"Montenegro","Latvia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.663835","0.000000","0.000000","-1.596064","0.000000"
"Montenegro","Slovenia","0","0.000000","0.000000","0.000000","0.000000","0.000000","-0.684333","0.000000","0.000000","0.000000","1.807174","17.988061"
"Mozambique","Belgium","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","8.340805","32.121538"
"Mozambique","France","-0.894846578554107","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Mozambique","Luxembourg","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","224.118358","0.000000","0.000000","0.000000","0.000000"
"Mozambique","Malawi","0","2.900000","-0.500000","-0.800000","0.000000","0.000000","0.000000","0.000000","0.000000","-10.700000","0.000000","0.000000"
"Mozambique","Portugal","0","0.000000","0.000000","0.000000","0.000000","1.613265","0.000000","-4.016553","1.889301","-0.662212","0.000000","0.000000"
"Mozambique","United Republic of Tanzania","0","0.000000","0.000000","0.000000","0.000000","0.000000","2.500000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Mozambique","United States","0","0.000000","0.000000","0.000000","0.000000","0.000000","-1.000000","0.000000","0.000000","1.000000","2.000000","0.000000"
"Mozambique","Zambia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.300000","0.000000","0.000000","0.000000"
"Myanmar","Japan","0","0.000000","0.000000","0.000000","-1.052460","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Myanmar","Malaysia","0","0.540000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Myanmar","Singapore","8233.31212466234","16.028237","7.806312","6.744644","14.840183","49.530187","61.774268","47.213152","70.539219","68.573021","126.731225","0.000000"
"Myanmar","Thailand","0","1.208098","0.604803","0.000000","0.000000","0.659944","0.978324","17.239661","0.563207","0.000000","-3.771518","0.000000"
"Namibia","Belgium","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.854585"
"Namibia","Bulgaria","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-3.222617","-4.584333","2.781291","0.660314","0.942060"
"Namibia","Germany","0","-0.941132","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Namibia","Luxembourg","0","0.000000","0.000000","0.000000","0.000000","-1.254483","0.000000","0.000000","0.000000","0.000000","13.901342","0.000000"
"Namibia","Poland","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-26.528511","0.000000"
"Namibia","Zambia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","1.700000","0.000000","0.000000"
"Nauru","Luxembourg","0","0.000000","0.000000","0.000000","-7.461573","0.000000","0.000000","-1.464826","0.000000","0.000000","1.390134","0.000000"
"Nauru","Romania","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","90.060857","0.000000","0.000000"
"Nepal","Cyprus","0","3.029606","1.928820","1.984633","2.111205","0.000000","3.038440","..","0.000000","0.000000","0.000000","0.000000"
"Nepal","Japan","0","0.000000","0.000000","0.000000","0.861928","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Nepal","Korea, Republic of","0","1.147000","1.270000","0.865000","1.595000","1.589000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Nepal","Luxembourg","0","0.941132","0.000000","6.208365","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Nepal","Saudi Arabia","0","0.000000","1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Nepal","Slovenia","0","0.000000","0.000000","0.000000","-1.243595","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Nepal","Sweden","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Netherlands Antilles","Argentina","0","0.000000","0.000000","0.000000","11.119000","24.617000","24.431000","1.974000","-10.480000","1.720000","4.498000","-4.021000"
"Netherlands Antilles","Belgium","0","1.882264","2.257250","0.000000","0.000000","0.000000","0.000000","0.000000","-1093.293954","-68.870067","0.000000","0.000000"
"Netherlands Antilles","Bolivia","0","0.000000","0.000000","1.936000","8.365000","0.497000","0.000000","0.510000","0.000000","0.000000","0.000000","0.000000"
"Netherlands Antilles","Brazil","57.69","18.788000","34.470000","5.241000","7.895000","2.130000","23.810000","477.045000","6.166000","0.000000","0.000000","0.000000"
"Netherlands Antilles","Bulgaria","6.49927070003848","0.000000","0.000000","0.000000","1.119236","1.630828","-1.642400","4.540960","151.838665","-75.889517","0.000000","0.000000"
"Netherlands Antilles","Chile","0","0.000000","0.000000","0.000000","0.000000","-10.000000","-9.000000","1.000000","93.489000","0.000000","0.000000","0.000000"
"Netherlands Antilles","Colombia","16.472","2.432000","0.000000","6.363000","4.922000","8.621000","1.413000","34.879000","21.999000","-0.723000","5.066000","0.000000"
"Netherlands Antilles","Croatia","0","0.000000","0.000000","5.745369","7.415132","0.596476","7.980696","1246.579998","2.625573","11.743671","-1.481883","-2.509335"
"Netherlands Antilles","Cyprus","0","0.000000","-1.755012","..","-1.939686","0.000000","0.000000","0.000000","-14.850460","0.000000","0.000000","0.000000"
"Netherlands Antilles","Czech Republic","0","0.888862","272.590308","-6.015611","..","..","..","0.000000","4.285027","7.812161","0.000000","0.000000"
"Netherlands Antilles","Denmark","0","0.000000","0.000000","0.000000","-87.044828","-89.460178","18.553557","0.000000","0.000000","0.000000","0.000000","0.000000"
"Netherlands Antilles","Ecuador","0","0.000000","5.092000","1.614000","-2.838000","7.995000","5.294000","0.000000","-9.448000","-4.823000","-5.446000","-1.655000"
"Netherlands Antilles","Estonia","0","..","2.213189","2.578882","2.122817","4.339257","4.535762","31.285751","-4.643638","4.120107","0.000000","0.000000"
"Netherlands Antilles","France","0","-26.351701","-10.157624","1278.923221","402.924937","18.817248","-201.194025","-29.296517","-77.794741","-63.572370","-1000.896637","0.000000"
"Netherlands Antilles","Germany","46.5320220848136","-12.234718","9.028999","-48.425248","24.871910","-31.362080","9.580668","4.394478","-18.059494","0.000000","0.000000","0.000000"
"Netherlands Antilles","Italy","0","2.705755","0.000000","0.000000","0.000000","1.512907","3.919862","0.000000","0.000000","0.000000","0.000000","1.837352"
"Netherlands Antilles","Japan","0","0.000000","0.000000","0.000000","0.000000","0.000000","-2.539854","0.000000","0.000000","0.000000","4.014936","0.000000"
"Netherlands Antilles","Latvia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-0.565531","0.798032","0.000000"
"Netherlands Antilles","Lithuania","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.831537","-0.885658","0.000000","0.000000","0.000000"
"Netherlands Antilles","Luxembourg","0","-274.810597","-86.904114","-45.941902","125.603144","-20.071731","-24.636003","200.681144","48.621713","63.572370","0.000000","0.000000"
"Netherlands Antilles","Mexico","37.207","40.202000","49.186000","-20.692000","101.535000","-65.187000","43.172000","-25.010000","-13.603000","-0.730000","-115.064000","243.467000"
"Netherlands Antilles","Netherlands","50.11140839903","-2404.592725","-137.692233","290.551489","-121.872357","563.262961","640.536079","1253.305013","643.890404","590.295943","1444.488465","437.238370"
"Netherlands Antilles","Panama","0","0.000000","0.000000","0.000000","0.000000","7.720000","1.814000","2.377000","-4.694000","0.000000","0.000000","0.000000"
"Netherlands Antilles","Poland","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-5.836898","0.000000","0.000000"
"Netherlands Antilles","Portugal","-70.8834820270065","-2.587172","-4.721038","-13.278451","0.000000","0.000000","0.000000","0.000000","0.000000","-1.854194","0.000000","0.000000"
"Netherlands Antilles","Romania","0","0.000000","182.444466","507.279308","0.000000","-68.996577","4.106001","10.253781","0.000000","0.000000","0.000000","0.000000"
"Netherlands Antilles","Turkey","0","0.000000","0.000000","0.000000","0.000000","0.000000","2.000000","1.000000","5.000000","0.000000","0.000000","2.000000"
"Netherlands Antilles","United Republic of Tanzania","0","0.000000","0.000000","0.000000","0.000000","0.560000","2.210000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Netherlands Antilles","United States","468","-97.000000","-330.000000","-578.000000","1723.000000","-919.000000","2333.000000","1338.000000","169.000000","709.000000","0.000000","0.000000"
"New Caledonia","Bulgaria","0","0.000000","0.000000","0.000000","1.865393","1.379932","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"New Caledonia","Luxembourg","0","0.000000","0.000000","1.241673","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"New Caledonia","Vanuatu","4.35989515735","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Nicaragua","Costa Rica","5.5","2.500000","1.800000","3.000000","12.200000","1.400000","0.000000","0.000000","0.000000","13.575000","-2.833000","28.939000"
"Nicaragua","El Salvador","4.3","7.900000","-12.900000","0.000000","0.900000","6.500000","7.700000","10.000000","0.000000","0.000000","0.790000","-1.972000"
"Nicaragua","Guatemala","0","0.000000","0.000000","0.000000","0.000000","8.000000","0.000000","0.000000","0.000000","0.000000","0.000000","13.500000"
"Nicaragua","Honduras","19.5","8.300000","4.700000","5.700000","5.000000","13.145000","7.220000","8.635000","3.336000","3.677000","10.312000","2.873000"
"Nicaragua","Italy","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.878896","0.916867","0.000000","0.000000","0.000000"
"Nicaragua","Luxembourg","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","6.424308"
"Nicaragua","Mexico","0","0.000000","0.000000","0.000000","1.547000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Nicaragua","Panama","0","0.000000","0.000000","0.000000","0.000000","101.212000","151.230000","204.229000","0.000000","-1.142000","-3.351000","0.000000"
"Nicaragua","Poland","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-22.551653","0.000000","15.967868"
"Nicaragua","United States","5","-1.000000","..","..","..","..","..","..","..","..","..","0.000000"
"Niger","Belgium","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.389192","-2.648849","0.000000","1.284862"
"Niger","Benin","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-26.794528"
"Niger","Bulgaria","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-0.861883","0.000000"
"Niger","France","-49.2165618204759","0.000000","1.128625","-1.241673","2.487191","3.763450","0.000000","0.000000","0.000000","0.000000","..","0.000000"
"Niger","Poland","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-0.742528","16.059990"
"Nigeria","Belgium","0","..","..","..","..","0.000000","0.000000","0.000000","181.984127","501.956837","-88.968590","426.574020"
"Nigeria","Benin","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","25.638244"
"Nigeria","Bulgaria","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","6.591716","5.834606","5.430140","6.481640","0.000000"
"Nigeria","Estonia","0","..","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.555958","0.000000","0.000000","0.000000"
"Nigeria","France","-42.9526357705971","19.763776","-22.572497","321.593315","-394.219768","153.046952","354.484711","-106.932288","13.891918","1354.886133","-586.636640","-168.316863"
"Nigeria","Germany","0.894846578554107","0.941132","-5.643124","2.483346","1.243595","0.000000","-4.106001","-4.394478","22.227069","-33.110609","-5.560537","15.418338"
"Nigeria","India","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.380000","0.540000"
"Nigeria","Italy","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","2.211887","16.823113","-17.628088","3.016591","-1.490439"
"Nigeria","Korea, Republic of","5.852","2.253000","3.914000","3.799000","3.650000","4.102000","9.900000","12.744400","5.626754","4.279224","0.000000","0.000000"
"Nigeria","Luxembourg","0","0.000000","3.385875","0.000000","-2.487191","0.000000","5.474667","2.929652","1.389192","0.000000","-2.780268","-11.563754"
"Nigeria","Mozambique","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.887000","0.000000","0.000000"
"Nigeria","Portugal","0","0.000000","0.000000","0.000000","0.000000","3.434775","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Nigeria","Rwanda","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","2.200000","0.000000"
"Nigeria","Sweden","0","-1.581607","-4.234891","-3.319100","0.000000","-1.413628","-2.753548","0.000000","0.000000","0.000000","0.000000","-3.542425"
"Nigeria","United Republic of Tanzania","0","0.510000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-2.900000","-3.800000","0.000000"
"Nigeria","United States","0","0.000000","21.000000","..","-4.000000","25.000000","21.000000","87.000000","..","..","..","0.000000"
"Nigeria","Zambia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","94.617231"
"Niue","Bulgaria","0","0.000000","0.000000","0.000000","0.000000","0.000000","2.053000","2.050756","0.000000","0.000000","-1.092367","0.000000"
"Niue","Cyprus","0","0.000000","1.273089","1.237741","1.012723","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"Niue","Czech Republic","0.701979476959561","0.000000","0.000000","0.000000","-0.534282","-1.128538","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
