"from","to","n","from_iso","to_iso","nd","PERC","NDX"
"Gabon","Haiti",0,"GAB","HTI",0.354821068,0,0
"Gambia, The","Haiti",0,"GMB","HTI",0.496256117,0,0
"Georgia","Haiti",0,"GEO","HTI",0.304407025,0,0
"Germany","Haiti",0,"DEU","HTI",0.15008984,0,0
"Ghana","Haiti",0,"GHA","HTI",0.472997101,0,0
"Gibraltar","Haiti",0,"GIB","HTI",NA,NA,NA
"Greece","Haiti",0,"GRC","HTI",0.246449197,0,0
"Greenland","Haiti",0,"GRL","HTI",NA,0,NA
"Grenada","Haiti",0,"GRD","HTI",0.355232752,0,0
"Guam","Haiti",0,"GUM","HTI",NA,0,NA
"Guatemala","Haiti",0,"GTM","HTI",0.348952548,0,0
"Guinea","Haiti",0,"GIN","HTI",0.545373092,0,0
"Guinea-Bissau","Haiti",0,"GNB","HTI",0.535389329,0,0
"Guyana","Haiti",40.7936666666667,"GUY","HTI",0.401113015,9.41089586484247e-05,3.77483281419799e-05
"Haiti","Haiti",0,"HTI","HTI",0.536118523,0,0
"Honduras","Haiti",40.7936666666667,"HND","HTI",0.402424291,7.16015958542601e-05,2.88142214461192e-05
"Hong Kong, China","Haiti",0,"HKG","HTI",NA,0,NA
"Hungary","Haiti",0,"HUN","HTI",0.211185316,0,0
"Iceland","Haiti",0,"ISL","HTI",0.235824899,0,0
"India","Haiti",0,"IND","HTI",0.427243396,0,0
"Indonesia","Haiti",0,"IDN","HTI",0.335011941,0,0
"Iran, Islamic Rep.","Haiti",0,"IRN","HTI",0.287427476,0,0
"Iraq","Haiti",0,"IRQ","HTI",0.450231358,0,0
"Ireland","Haiti",0,"IRL","HTI",0.193795309,0,0
"Isle of Man","Haiti",0,"IMN","HTI",NA,NA,NA
"Israel","Haiti",0,"ISR","HTI",0.255671359,0,0
"Italy","Haiti",0,"ITA","HTI",0.211710304,0,0
"Jamaica","Haiti",501.179333333333,"JAM","HTI",0.361660893,0.000508234361191653,0.000183808492921858
"Japan","Haiti",0,"JPN","HTI",0.28963038,0,0
"Jordan","Haiti",0,"JOR","HTI",0.304453064,0,0
"Kazakhstan","Haiti",0,"KAZ","HTI",0.28386346,0,0
"Kenya","Haiti",0,"KEN","HTI",0.530444735,0,0
"Kiribati","Haiti",0,"KIR","HTI",NA,0,NA
"Korea, Dem. Rep.","Haiti",0,"PRK","HTI",0.418956817,0,0
"Korea, Rep.","Haiti",0,"KOR","HTI",0.347391189,0,0
"Kosovo","Haiti",0,"KOS","HTI",NA,0,NA
"Kuwait","Haiti",0,"KWT","HTI",0.321234027,0,0
"Kyrgyz Republic","Haiti",0,"KGZ","HTI",0.354819055,0,0
"Lao PDR","Haiti",0,"LAO","HTI",0.4813817,0,0
"Latvia","Haiti",0,"LVA","HTI",0.262947089,0,0
"Lebanon","Haiti",0,"LBN","HTI",0.350353473,0,0
"Lesotho","Haiti",0,"LSO","HTI",0.478677282,0,0
"Liberia","Haiti",0,"LBR","HTI",0.574009116,0,0
"Libya","Haiti",0,"LBY","HTI",0.365473417,0,0
"Liechtenstein","Haiti",0,"LIE","HTI",NA,0,NA
"Lithuania","Haiti",0,"LTU","HTI",0.257202643,0,0
"Luxembourg","Haiti",0,"LUX","HTI",0.129131919,0,0
"Macao, China","Haiti",0,"MAC","HTI",NA,0,NA
"Macedonia, FYR","Haiti",0,"MKD","HTI",0.302812714,0,0
"Madagascar","Haiti",0,"MDG","HTI",0.538860332,0,0
"Malawi","Haiti",0,"MWI","HTI",0.491810578,0,0
"Malaysia","Haiti",0,"MYS","HTI",0.309853932,0,0
"Maldives","Haiti",0,"MDV","HTI",0.397870661,0,0
"Mali","Haiti",0,"MLI","HTI",0.544416313,0,0
"Malta","Haiti",0,"MLT","HTI",0.255508018,0,0
"Marshall Islands","Haiti",0,"MHL","HTI",NA,0,NA
"Mauritania","Haiti",0,"MRT","HTI",0.465284438,0,0
"Mauritius","Haiti",0,"MUS","HTI",0.339225937,0,0
"Mayotte","Haiti",0,"MYT","HTI",NA,0,NA
"Mexico","Haiti",99.0703333333333,"MEX","HTI",0.289546763,8.35385443275236e-06,2.41883150957665e-06
"Micronesia, Fed. Sts.","Haiti",0,"FSM","HTI",0.482598445,0,0
"Moldova","Haiti",0,"MDA","HTI",0.322664458,0,0
"Monaco","Haiti",0,"MCO","HTI",0.188172353,0,0
"Mongolia","Haiti",0,"MNG","HTI",0.399306925,0,0
"Montenegro","Haiti",0,"MNE","HTI",NA,0,NA
"Morocco","Haiti",0,"MAR","HTI",0.364708027,0,0
"Mozambique","Haiti",0,"MOZ","HTI",0.513186923,0,0
"Myanmar","Haiti",0,"MMR","HTI",0.450518179,0,0
"Namibia","Haiti",0,"NAM","HTI",0.427028075,0,0
"Nepal","Haiti",0,"NPL","HTI",0.477594163,0,0
"Netherlands","Haiti",0,"NLD","HTI",0.19057085,0,0
"Netherlands Antilles","Haiti",0,"ANT","HTI",NA,0,NA
"New Caledonia","Haiti",0,"NCL","HTI",NA,0,NA
"New Zealand","Haiti",0,"NZL","HTI",0.25937051,0,0
"Nicaragua","Haiti",46.6213333333333,"NIC","HTI",0.375611552,6.39312045324813e-05,2.40132989556748e-05
"Niger","Haiti",0,"NER","HTI",0.529114441,0,0
"Nigeria","Haiti",0,"NGA","HTI",0.502678199,0,0
"Northern Mariana Islands","Haiti",0,"MNP","HTI",NA,0,NA
"Norway","Haiti",0,"NOR","HTI",0.161815828,0,0
"Oman","Haiti",0,"OMN","HTI",0.320837551,0,0
"Pakistan","Haiti",0,"PAK","HTI",0.430075243,0,0
"Palau","Haiti",0,"PLW","HTI",NA,0,NA
"Panama","Haiti",0,"PAN","HTI",0.339105111,0,0
"Papua New Guinea","Haiti",0,"PNG","HTI",0.5018407,0,0
"Paraguay","Haiti",11.6553333333333,"PRY","HTI",0.344765468,2.281606369831e-05,7.86619087886567e-06
"Peru","Haiti",58.2766666666667,"PER","HTI",0.369894385,5.34119713072451e-05,1.97567882783311e-05
"Philippines","Haiti",0,"PHL","HTI",0.381765514,0,0
"Poland","Haiti",0,"POL","HTI",0.149939918,0,0
"Portugal","Haiti",0,"PRT","HTI",0.254607569,0,0
"Puerto Rico","Haiti",0,"PRI","HTI",NA,0,NA
"Qatar","Haiti",0,"QAT","HTI",0.293961871,0,0
"Romania","Haiti",0,"ROU","HTI",0.25070976,0,0
"Russian Federation","Haiti",0,"RUS","HTI",0.289435913,0,0
"Rwanda","Haiti",0,"RWA","HTI",0.520745874,0,0
"Samoa","Haiti",0,"WSM","HTI",NA,0,NA
"San Marino","Haiti",0,"SMR","HTI",NA,0,NA
"São Tomé and Principe","Haiti",0,"STP","HTI",0.502075232,0,0
"Saudi Arabia","Haiti",0,"SAU","HTI",0.341458032,0,0
"Senegal","Haiti",0,"SEN","HTI",0.472086175,0,0
"Serbia","Haiti",0,"SRB","HTI",0.334148658,0,0
"Seychelles","Haiti",0,"SYC","HTI",0.372139737,0,0
"Sierra Leone","Haiti",0,"SLE","HTI",0.589453921,0,0
"Singapore","Haiti",0,"SGP","HTI",0.352335547,0,0
"Slovak Republic","Haiti",0,"SVK","HTI",0.187754477,0,0
"Slovenia","Haiti",0,"SVN","HTI",0.170795336,0,0
"Solomon Islands","Haiti",0,"SLB","HTI",0.54393412,0,0
"Somalia","Haiti",0,"SOM","HTI",0.619269074,0,0
"South Africa","Haiti",0,"ZAF","HTI",0.365560843,0,0
"Spain","Haiti",0,"ESP","HTI",0.213517562,0,0
"Sri Lanka","Haiti",0,"LKA","HTI",0.331939377,0,0
"St. Kitts and Nevis","Haiti",0,"KNA","HTI",0.397369798,0,0
"St. Lucia","Haiti",0,"LCA","HTI",0.303784368,0,0
"St. Vincent and the Grenadines","Haiti",0,"VCT","HTI",0.361696647,0,0
"Sudan","Haiti",0,"SDN","HTI",0.526867847,0,0
"Suriname","Haiti",11.6553333333333,"SUR","HTI",0.305608387,5.7013644690456e-05,1.74238479908414e-05
"Swaziland","Haiti",0,"SWZ","HTI",0.411058237,0,0
"Sweden","Haiti",0,"SWE","HTI",0.205265765,0,0
"Switzerland","Haiti",0,"CHE","HTI",0.155764363,0,0
"Syrian Arab Republic","Haiti",0,"SYR","HTI",0.349158994,0,0
"Tajikistan","Haiti",0,"TJK","HTI",0.398371714,0,0
"Tanzania","Haiti",0,"TZA","HTI",0.535534539,0,0
"Thailand","Haiti",0,"THA","HTI",0.308106181,0,0
"Timor-Leste","Haiti",0,"TLS","HTI",0.534921927,0,0
"Togo","Haiti",0,"TGO","HTI",0.575294446,0,0
"Tonga","Haiti",0,"TON","HTI",0.416826951,0,0
"Trinidad and Tobago","Haiti",17.483,"TTO","HTI",0.302344053,4.87714882145163e-05,1.47457694176186e-05
"Tunisia","Haiti",0,"TUN","HTI",0.317379887,0,0
"Turkey","Haiti",0,"TUR","HTI",0.277430808,0,0
"Turkmenistan","Haiti",0,"TKM","HTI",0.293216469,0,0
"Turks and Caicos Islands","Haiti",0,"TCA","HTI",NA,NA,NA
"Tuvalu","Haiti",0,"TUV","HTI",NA,NA,NA
"Uganda","Haiti",0,"UGA","HTI",0.521598036,0,0
"Ukraine","Haiti",0,"UKR","HTI",0.262116511,0,0
"United Arab Emirates","Haiti",0,"ARE","HTI",0.297816031,0,0
"United Kingdom","Haiti",0,"GBR","HTI",0.164744418,0,0
"United States","Haiti",7791.59033333333,"USA","HTI",0.199021375,0.00321544668133988,0.00063994261975945
"Uruguay","Haiti",0,"URY","HTI",0.273960494,0,0
"Uzbekistan","Haiti",0,"UZB","HTI",0.304348356,0,0
"Vanuatu","Haiti",0,"VUT","HTI",0.447106462,0,0
"Venezuela, RB","Haiti",40.7936666666667,"VEN","HTI",0.284910779,7.8205679580934e-05,2.22816410916283e-05
"Vietnam","Haiti",0,"VNM","HTI",0.381388268,0,0
"Virgin Islands (U.S.)","Haiti",0,"VIR","HTI",NA,0,NA
"West Bank and Gaza","Haiti",0,"PSE","HTI",NA,0,NA
"Yemen, Rep.","Haiti",0,"YEM","HTI",0.527486219,0,0
"Zambia","Haiti",0,"ZMB","HTI",0.4972256,0,0
"Zimbabwe","Haiti",0,"ZWE","HTI",0.472287007,0,0
"Other South","Haiti",6566.32541518061,NA,"HTI",NA,0.000648698010388437,NA
"Other North","Haiti",2909.46058481938,NA,"HTI",NA,0.00110011934487145,NA
"Afghanistan","Honduras",0,"AFG","HND",0.582658705,0,0
"Albania","Honduras",0,"ALB","HND",0.332708616,0,0
"Algeria","Honduras",2.61052330569059,"DZA","HND",0.332497303,2.15546569864809e-06,7.166865315095e-07
"American Samoa","Honduras",0,"ASM","HND",NA,0,NA
"Andorra","Honduras",0,"AND","HND",NA,0,NA
"Angola","Honduras",0,"AGO","HND",0.515639404,0,0
"Antigua and Barbuda","Honduras",0,"ATG","HND",0.410103328,0,0
"Argentina","Honduras",118.343723191307,"ARG","HND",0.262239067,0.000123636626482973,3.24223535759223e-05
"Armenia","Honduras",0,"ARM","HND",0.29721401,0,0
"Aruba","Honduras",0,"ABW","HND",NA,0,NA
"Australia","Honduras",5.22104661138118,"AUS","HND",0.238866553,1.17954513407767e-05,2.81753880285057e-06
"Austria","Honduras",11.3122676579926,"AUT","HND",0.194990141,1.8928252058986e-05,3.69082253786521e-06
"Azerbaijan","Honduras",0,"AZE","HND",0.292860758,0,0
"Bahamas, The","Honduras",0,"BHS","HND",0.3484318,0,0
"Bahrain","Honduras",0,"BHR","HND",0.338698428,0,0
"Bangladesh","Honduras",0,"BGD","HND",0.495135268,0,0
"Barbados","Honduras",0.870174435230197,"BRB","HND",0.351954265,8.27365767588089e-06,2.91194910617627e-06
"Belarus","Honduras",0,"BLR","HND",0.230041615,0,0
"Belgium","Honduras",15.6631398341436,"BEL","HND",0.205225833,3.44607177839406e-05,7.07222951298711e-06
"Belize","Honduras",225.375178724621,"BLZ","HND",0.293049515,0.00448549326197583,0.00131447162495779
"Benin","Honduras",0,"BEN","HND",0.517243631,0,0
"Bermuda","Honduras",0,"BMU","HND",NA,0,NA
"Bhutan","Honduras",0,"BTN","HND",0.422441886,0,0
"Bolivia","Honduras",91.3683156991707,"BOL","HND",0.378167921,0.000133384718098424,5.04418215364521e-05
"Bosnia and Herzegovina","Honduras",0,"BIH","HND",0.2722268,0,0
"Botswana","Honduras",0,"BWA","HND",0.421447167,0,0
"Brazil","Honduras",146.189305118673,"BRA","HND",0.295596157,0.000106919239582764,3.16049163300273e-05
"Brunei Darussalam","Honduras",0,"BRN","HND",0.302437937,0,0
"Bulgaria","Honduras",0,"BGR","HND",0.223077829,0,0
"Burkina Faso","Honduras",0,"BFA","HND",0.533261358,0,0
"Burundi","Honduras",0,"BDI","HND",0.589934385,0,0
"Cambodia","Honduras",0,"KHM","HND",0.49951571,0,0
"Cameroon","Honduras",0,"CMR","HND",0.474332679,0,0
"Canada","Honduras",215.803259937089,"CAN","HND",0.233574656,0.000182052228907216,4.25227867410362e-05
"Cape Verde","Honduras",0,"CPV","HND",0.349308351,0,0
"Cayman Islands","Honduras",55.6911638547326,"CYM","HND",NA,0.014151113655345,NA
"Central African Republic","Honduras",0,"CAF","HND",0.578744904,0,0
"Chad","Honduras",0,"TCD","HND",0.544175509,0,0
"Channel Islands","Honduras",0,"","HND",NA,NA,NA
"Chile","Honduras",191.438375750643,"CHL","HND",0.282457473,0.000301952763984365,8.52888146803891e-05
"China","Honduras",368.953960537604,"CHN","HND",0.303023198,4.42140306342127e-05,1.33978769592491e-05
"Colombia","Honduras",536.027452101802,"COL","HND",0.29815216,0.000252457646696086,7.52707926709548e-05
"Comoros","Honduras",0,"COM","HND",0.460379667,0,0
"Congo, Dem. Rep.","Honduras",0,"COD","HND",0.571658773,0,0
"Congo, Rep.","Honduras",0,"COG","HND",0.488770024,0,0
"Costa Rica","Honduras",531.676579925651,"CRI","HND",0.342986709,0.00424321880250108,0.00145536765263677
"Côte d'Ivoire","Honduras",0,"CIV","HND",0.502742155,0,0
"Croatia","Honduras",0,"HRV","HND",0.2074084,0,0
"Cuba","Honduras",378.525879325136,"CUB","HND",0.386899275,0.000310459501169294,0.000120116555919261
"Cyprus","Honduras",0,"CYP","HND",0.226918286,0,0
"Czech Republic","Honduras",0,"CZE","HND",0.167790564,0,0
"Denmark","Honduras",11.3122676579926,"DNK","HND",0.144967624,4.36165002989531e-05,6.32298041553453e-06
"Djibouti","Honduras",0,"DJI","HND",0.452671246,0,0
"Dominica","Honduras",0,"DMA","HND",0.40126814,0,0
"Dominican Republic","Honduras",84.4069202173291,"DOM","HND",0.398649596,8.14767795900062e-05,3.2480685266937e-05
"Ecuador","Honduras",284.547040320275,"ECU","HND",0.316319862,0.000247884533171929,7.84108013248789e-05
"Egypt, Arab Rep.","Honduras",0.870174435230197,"EGY","HND",0.283767746,2.32601361257253e-07,6.60047640005023e-08
"El Salvador","Honduras",5474.26737203317,"SLV","HND",0.383533774,0.00431319702442356,0.00165425673278274
"Equatorial Guinea","Honduras",0,"GNQ","HND",0.425928626,0,0
"Eritrea","Honduras",0,"ERI","HND",0.496463053,0,0
"Estonia","Honduras",0,"EST","HND",0.252987409,0,0
"Ethiopia","Honduras",0,"ETH","HND",0.547400573,0,0
"Faeroe Islands","Honduras",0,"FRO","HND",NA,0,NA
"Fiji","Honduras",0,"FJI","HND",0.421671115,0,0
"Finland","Honduras",10.4420932227624,"FIN","HND",0.189396599,3.17129516816154e-05,6.00632519274929e-06
"France","Honduras",88.7577923934801,"FRA","HND",0.150847644,5.10687506228741e-05,7.70360071348409e-06
"French Polynesia","Honduras",0,"PYF","HND",NA,0,NA
"Gabon","Honduras",0,"GAB","HND",0.354821068,0,0
"Gambia, The","Honduras",0,"GMB","HND",0.496256117,0,0
"Georgia","Honduras",0,"GEO","HND",0.304407025,0,0
"Germany","Honduras",181.866456963111,"DEU","HND",0.15008984,5.15281223908027e-05,7.733847645136e-06
"Ghana","Honduras",0,"GHA","HND",0.472997101,0,0
"Gibraltar","Honduras",0,"GIB","HND",NA,NA,NA
"Greece","Honduras",8.70174435230197,"GRC","HND",0.246449197,7.19263802903217e-06,1.77261986656664e-06
"Greenland","Honduras",0,"GRL","HND",NA,0,NA
"Grenada","Honduras",0,"GRD","HND",0.355232752,0,0
"Guam","Honduras",0,"GUM","HND",NA,0,NA
"Guatemala","Honduras",2848.95110094367,"GTM","HND",0.348952548,0.00326721798670538,0.00114010404133227
"Guinea","Honduras",0,"GIN","HND",0.545373092,0,0
"Guinea-Bissau","Honduras",0,"GNB","HND",0.535389329,0,0
"Guyana","Honduras",0.870174435230197,"GUY","HND",0.401113015,2.00744911241111e-06,8.05213965938296e-07
"Haiti","Honduras",27.8455819273663,"HTI","HND",0.536118523,2.75766817204538e-05,1.47843698732108e-05
"Honduras","Honduras",0,"HND","HND",0.402424291,0,0
"Hong Kong, China","Honduras",0,"HKG","HND",NA,0,NA
"Hungary","Honduras",0,"HUN","HND",0.211185316,0,0
"Iceland","Honduras",0,"ISL","HND",0.235824899,0,0
"India","Honduras",11.3122676579926,"IND","HND",0.427243396,9.95726039975278e-07,4.2541737480467e-07
"Indonesia","Honduras",0,"IDN","HND",0.335011941,0,0
"Iran, Islamic Rep.","Honduras",6.96139548184158,"IRN","HND",0.287427476,5.37487713840085e-06,1.54488736970066e-06
"Iraq","Honduras",0,"IRQ","HND",0.450231358,0,0
"Ireland","Honduras",0,"IRL","HND",0.193795309,0,0
"Isle of Man","Honduras",0,"IMN","HND",NA,NA,NA
"Israel","Honduras",55.6911638547326,"ISR","HND",0.255671359,5.45689653701097e-05,1.39517215353999e-05
"Italy","Honduras",161.852444952817,"ITA","HND",0.211710304,4.65055789077354e-05,9.84571024825266e-06
"Jamaica","Honduras",16.5333142693738,"JAM","HND",0.361660893,1.67660513058055e-05,6.06362508734142e-06
"Japan","Honduras",86.1472690877895,"JPN","HND",0.28963038,0.000111698893598166,3.23513929984163e-05
"Jordan","Honduras",25.2350586216757,"JOR","HND",0.304453064,3.43749101899866e-05,1.04655467320663e-05
"Kazakhstan","Honduras",0,"KAZ","HND",0.28386346,0,0
"Kenya","Honduras",0,"KEN","HND",0.530444735,0,0
"Kiribati","Honduras",0,"KIR","HND",NA,0,NA
"Korea, Dem. Rep.","Honduras",39.1578495853589,"PRK","HND",0.418956817,0.000130186608432111,5.45425670847425e-05
"Korea, Rep.","Honduras",43.5087217615099,"KOR","HND",0.347391189,2.09405122087242e-05,7.27454943445772e-06
"Kosovo","Honduras",0,"KOS","HND",NA,0,NA
"Kuwait","Honduras",0,"KWT","HND",0.321234027,0,0
"Kyrgyz Republic","Honduras",0,"KGZ","HND",0.354819055,0,0
"Lao PDR","Honduras",0,"LAO","HND",0.4813817,0,0
"Latvia","Honduras",0,"LVA","HND",0.262947089,0,0
"Lebanon","Honduras",6.09122104661138,"LBN","HND",0.350353473,9.17252394977856e-06,3.2136256219806e-06
"Lesotho","Honduras",0,"LSO","HND",0.478677282,0,0
"Liberia","Honduras",0,"LBR","HND",0.574009116,0,0
"Libya","Honduras",0,"LBY","HND",0.365473417,0,0
"Liechtenstein","Honduras",0,"LIE","HND",NA,0,NA
"Lithuania","Honduras",0,"LTU","HND",0.257202643,0,0
"Luxembourg","Honduras",0,"LUX","HND",0.129131919,0,0
"Macao, China","Honduras",0,"MAC","HND",NA,0,NA
"Macedonia, FYR","Honduras",0,"MKD","HND",0.302812714,0,0
"Madagascar","Honduras",0,"MDG","HND",0.538860332,0,0
"Malawi","Honduras",0,"MWI","HND",0.491810578,0,0
"Malaysia","Honduras",0,"MYS","HND",0.309853932,0,0
"Maldives","Honduras",0,"MDV","HND",0.397870661,0,0
"Mali","Honduras",0,"MLI","HND",0.544416313,0,0
"Malta","Honduras",0,"MLT","HND",0.255508018,0,0
"Marshall Islands","Honduras",0,"MHL","HND",NA,0,NA
"Mauritania","Honduras",0,"MRT","HND",0.465284438,0,0
"Mauritius","Honduras",0,"MUS","HND",0.339225937,0,0
"Mayotte","Honduras",0,"MYT","HND",NA,0,NA
"Mexico","Honduras",969.37432084644,"MEX","HND",0.289546763,8.17400294793868e-05,2.3667560943281e-05
"Micronesia, Fed. Sts.","Honduras",0,"FSM","HND",0.482598445,0,0
"Moldova","Honduras",0,"MDA","HND",0.322664458,0,0
"Monaco","Honduras",0,"MCO","HND",0.188172353,0,0
"Mongolia","Honduras",0,"MNG","HND",0.399306925,0,0
"Montenegro","Honduras",0,"MNE","HND",NA,0,NA
"Morocco","Honduras",2.61052330569059,"MAR","HND",0.364708027,8.65376965608639e-07,3.15609925738374e-07
"Mozambique","Honduras",0,"MOZ","HND",0.513186923,0,0
"Myanmar","Honduras",0,"MMR","HND",0.450518179,0,0
"Namibia","Honduras",0,"NAM","HND",0.427028075,0,0
"Nepal","Honduras",0,"NPL","HND",0.477594163,0,0
"Netherlands","Honduras",56.5613382899628,"NLD","HND",0.19057085,5.69650687153321e-05,1.08558815653892e-05
"Netherlands Antilles","Honduras",0,"ANT","HND",NA,0,NA
"New Caledonia","Honduras",0,"NCL","HND",NA,0,NA
"New Zealand","Honduras",1.74034887046039,"NZL","HND",0.25937051,2.78623997376286e-06,7.22668482977259e-07
"Nicaragua","Honduras",4802.49270803546,"NIC","HND",0.375611552,0.00658559336748196,0.0024736249456008
"Niger","Honduras",0,"NER","HND",0.529114441,0,0
"Nigeria","Honduras",0,"NGA","HND",0.502678199,0,0
"Northern Mariana Islands","Honduras",0,"MNP","HND",NA,0,NA
"Norway","Honduras",6.96139548184158,"NOR","HND",0.161815828,3.78468965396207e-05,6.12422690078907e-06
"Oman","Honduras",0,"OMN","HND",0.320837551,0,0
"Pakistan","Honduras",0,"PAK","HND",0.430075243,0,0
"Palau","Honduras",0,"PLW","HND",NA,0,NA
"Panama","Honduras",246.259365170146,"PAN","HND",0.339105111,0.00174477820221957,0.000591663205934048
"Papua New Guinea","Honduras",0,"PNG","HND",0.5018407,0,0
"Paraguay","Honduras",21.7543608807549,"PRY","HND",0.344765468,4.25855588489958e-05,1.46820301266156e-05
"Peru","Honduras",237.557620817844,"PER","HND",0.369894385,0.00021772729211703,8.0536102815344e-05
"Philippines","Honduras",0,"PHL","HND",0.381765514,0,0
"Poland","Honduras",2.61052330569059,"POL","HND",0.149939918,8.27290747052401e-07,1.24043906775196e-07
"Portugal","Honduras",6.09122104661138,"PRT","HND",0.254607569,2.7319542224595e-06,6.95576223199699e-07
"Puerto Rico","Honduras",80.0560480411782,"PRI","HND",NA,4.69479909611036e-05,NA
"Qatar","Honduras",0,"QAT","HND",0.293961871,0,0
"Romania","Honduras",0,"ROU","HND",0.25070976,0,0
"Russian Federation","Honduras",15.6631398341436,"RUS","HND",0.289435913,1.41944651343624e-06,4.10838797571084e-07
"Rwanda","Honduras",0,"RWA","HND",0.520745874,0,0
"Samoa","Honduras",0,"WSM","HND",NA,0,NA
"San Marino","Honduras",0,"SMR","HND",NA,0,NA
"São Tomé and Principe","Honduras",0,"STP","HND",0.502075232,0,0
"Saudi Arabia","Honduras",0,"SAU","HND",0.341458032,0,0
"Senegal","Honduras",0,"SEN","HND",0.472086175,0,0
"Serbia","Honduras",0,"SRB","HND",0.334148658,0,0
"Seychelles","Honduras",0,"SYC","HND",0.372139737,0,0
"Sierra Leone","Honduras",0,"SLE","HND",0.589453921,0,0
"Singapore","Honduras",0,"SGP","HND",0.352335547,0,0
"Slovak Republic","Honduras",0,"SVK","HND",0.187754477,0,0
"Slovenia","Honduras",0,"SVN","HND",0.170795336,0,0
"Solomon Islands","Honduras",0,"SLB","HND",0.54393412,0,0
"Somalia","Honduras",0,"SOM","HND",0.619269074,0,0
"South Africa","Honduras",3.48069774092079,"ZAF","HND",0.365560843,3.96266669218661e-06,1.44859577652376e-06
"Spain","Honduras",325.445238776094,"ESP","HND",0.213517562,0.00023702801321233,5.06096435068006e-05
"Sri Lanka","Honduras",0,"LKA","HND",0.331939377,0,0
"St. Kitts and Nevis","Honduras",0,"KNA","HND",0.397369798,0,0
"St. Lucia","Honduras",0,"LCA","HND",0.303784368,0,0
"St. Vincent and the Grenadines","Honduras",5.22104661138118,"VCT","HND",0.361696647,0.000126647544182088,4.58079920814457e-05
"Sudan","Honduras",0,"SDN","HND",0.526867847,0,0
"Suriname","Honduras",0.870174435230197,"SUR","HND",0.305608387,4.25657633720753e-06,1.30084542855636e-06
"Swaziland","Honduras",0,"SWZ","HND",0.411058237,0,0
"Sweden","Honduras",19.1438375750643,"SWE","HND",0.205265765,6.02756955151713e-05,1.23725367508287e-05
"Switzerland","Honduras",38.2876751501287,"CHE","HND",0.155764363,9.3938899788193e-05,1.46323328864287e-05
"Syrian Arab Republic","Honduras",2.61052330569059,"SYR","HND",0.349158994,2.76216844894299e-06,9.64435956891473e-07
"Tajikistan","Honduras",0,"TJK","HND",0.398371714,0,0
"Tanzania","Honduras",0,"TZA","HND",0.535534539,0,0
"Thailand","Honduras",0,"THA","HND",0.308106181,0,0
"Timor-Leste","Honduras",0,"TLS","HND",0.534921927,0,0
"Togo","Honduras",0,"TGO","HND",0.575294446,0,0
"Tonga","Honduras",0,"TON","HND",0.416826951,0,0
"Trinidad and Tobago","Honduras",3.48069774092079,"TTO","HND",0.302344053,9.70993587196773e-06,2.93574136590081e-06
"Tunisia","Honduras",0.870174435230197,"TUN","HND",0.317379887,1.33516105966554e-06,4.2375326624345e-07
"Turkey","Honduras",5.22104661138118,"TUR","HND",0.277430808,1.22508408817382e-06,3.39876068450006e-07
"Turkmenistan","Honduras",0,"TKM","HND",0.293216469,0,0
"Turks and Caicos Islands","Honduras",0,"TCA","HND",NA,NA,NA
"Tuvalu","Honduras",0,"TUV","HND",NA,NA,NA
"Uganda","Honduras",0,"UGA","HND",0.521598036,0,0
"Ukraine","Honduras",0,"UKR","HND",0.262116511,0,0
"United Arab Emirates","Honduras",0,"ARE","HND",0.297816031,0,0
"United Kingdom","Honduras",63.5227337718044,"GBR","HND",0.164744418,1.3613457255112e-05,2.2427410924613e-06
"United States","Honduras",4214.25478981985,"USA","HND",0.199021375,0.00173914579675415,0.000346127187795481
"Uruguay","Honduras",41.7683728910495,"URY","HND",0.273960494,0.000118111960835004,3.23580111376664e-05
"Uzbekistan","Honduras",0,"UZB","HND",0.304348356,0,0
"Vanuatu","Honduras",0,"VUT","HND",0.447106462,0,0
"Venezuela, RB","Honduras",60.9122104661138,"VEN","HND",0.284910779,0.000116775009542641,3.32704589365262e-05
"Vietnam","Honduras",0,"VNM","HND",0.381388268,0,0
"Virgin Islands (U.S.)","Honduras",0,"VIR","HND",NA,0,NA
"West Bank and Gaza","Honduras",94.8490134400915,"PSE","HND",NA,3.14367306050747e-05,NA
"Yemen, Rep.","Honduras",0,"YEM","HND",0.527486219,0,0
"Zambia","Honduras",0,"ZMB","HND",0.4972256,0,0
"Zimbabwe","Honduras",0,"ZWE","HND",0.472287007,0,0
"Other South","Honduras",487.131546738772,NA,"HND",NA,4.81245209742916e-05,NA
"Other North","Honduras",156.797535331564,NA,"HND",NA,5.92879665551914e-05,NA
"Afghanistan","Hong Kong, China",0,"AFG","HKG",0.582658705,0,0
"Albania","Hong Kong, China",0,"ALB","HKG",0.332708616,0,0
"Algeria","Hong Kong, China",0,"DZA","HKG",0.332497303,0,0
"American Samoa","Hong Kong, China",0,"ASM","HKG",NA,0,NA
"Andorra","Hong Kong, China",0,"AND","HKG",NA,0,NA
"Angola","Hong Kong, China",0,"AGO","HKG",0.515639404,0,0
"Antigua and Barbuda","Hong Kong, China",0,"ATG","HKG",0.410103328,0,0
"Argentina","Hong Kong, China",0,"ARG","HKG",0.262239067,0,0
"Armenia","Hong Kong, China",0,"ARM","HKG",0.29721401,0,0
"Aruba","Hong Kong, China",0,"ABW","HKG",NA,0,NA
"Australia","Hong Kong, China",0,"AUS","HKG",0.238866553,0,0
