"from","to","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","from_iso","to_iso","avg","nd","TOTAL","PERC","NDX"
"Korea","Marshall Islands","0","0.000000","0.000000","0.000000","3.599999","3.400000","108.368937",102.942233,214.035638,79.63615,8.798,53.654,"KOR","MHL",91.8132042,NA,23408.0692178,0.00392228864951336,NA
"Korea","New Caledonia","0","0.000000","0.000000","0.000000","0.000000","0.000000","172.476237",0,0,0,0,15.59,"KOR","NCL",3.118,NA,23408.0692178,0.000133201930111733,NA
"Korea","Papua New Guinea","0","0.000000","0.000000","0.000000","0.000000","0.000000","3.390666",1.864136,3.213377,3.790448,9.196,5.975,"KOR","PNG",4.8077922,0.5018407,23408.0692178,0.000205390378645328,0.000103073251392637
"Korea","Samoa","0","0.000000","0.000000","0.000000","0.000000","0.900000","4.930072",1.296,0,0,0,1.238,"KOR","WSM",0.5068,NA,23408.0692178,2.16506536820482e-05,NA
"Korea","Solomon Islands","0","0.000000","0.000000","1.000000","0.000000","1.000000","1.560000",0,0,1.008,0.913,3.884,"KOR","SLB",1.161,0.54393412,23408.0692178,4.95982812250551e-05,2.69781974516629e-05
"Korea","Vanuatu","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,0,0,0,9.673,"KOR","VUT",1.9346,0.447106462,23408.0692178,8.26467139173054e-05,3.69518798554926e-05
"Korea","Serbia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,0,5.473883,5.233,10.423,"KOR","SRB",4.2259766,0.334148658,23408.0692178,0.000180535035191475,6.03255397312141e-05
"Korea","Azerbaijan","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",2.373084,0,0,0,0,"KOR","AZE",0.4746168,0.292860758,23408.0692178,2.02757773648025e-05,5.93797952809531e-06
"Korea","Kazakhstan","1.82295","0.000000","13.819908","-15.421399","25.560105","217.167950","246.842691",821.076324,152.890859,114.974776,17.601,233.838,"KOR","KAZ",268.0761918,0.28386346,23408.0692178,0.0114522983209631,0.00325088902634079
"Korea","Kyrgyzstan","0","0.000000","0.000000","0.000000","0.000000","0.732000","12.780315",32.671591,8.534437,12.219782,3.849,2.174,"KOR","KGZ",11.889762,0.354819055,23408.0692178,0.000507934331933655,0.000180224779658756
"Korea","Russian Federation","4.688414","23.474391","24.311682","20.410546","33.637049","106.789755","221.796570",257.436534,419.807575,323.627761,89.101,650.093,"KOR","RUS",348.013174,0.289435913,23408.0692178,0.0148672310715556,0.00430311059897766
"Korea","Tajikistan","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0.86219,0.56,0,0,0,"KOR","TJK",0.284438,0.398371714,23408.0692178,1.21512798579606e-05,4.84072618430943e-06
"Korea","Ukraine","-6.9","-4.897300","-6.297303","0.000000","0.000000","0.000000","0.000000",5.577177,0,0,0,0.548,"KOR","UKR",1.2250354,0.262116511,23408.0692178,5.23338934365615e-05,1.37175775546373e-05
"Korea","Uzbekistan","14.121219","-4.368550","4.252168","0.563020","-87.380435","20.591901","67.874730",63.901067,28.722971,35.180002,31.9,23.618,"KOR","UZB",36.664408,0.304348356,23408.0692178,0.00156631491725595,0.000476705370045125
"Lao People's Democratic Republic","Thailand","0","0.000000","0.000000","0.000000","-5.986808","33.693575","37.000771",74.688488,0,0,0.549002,1.264031,"LAO","THA",15.3003042,0.308106181,15.3003042,1,0.308106181
"Lebanon","Bangladesh","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,0,0,2.04,4.71,"LBN","BGD",1.35,0.495135268,3691.8030148,0.000365674981733318,0.000181058580081422
"Lebanon","Belgium","0","0.941132","2.257250","0.000000","0.000000","0.000000","0.000000",0,9.724343,62.247945,1.390134,1.284862,"LBN","BEL",14.9294568,0.205225833,3691.8030148,0.00404394729083583,0.000829922451369876
"Lebanon","Bulgaria","-1.0684468147936","9.406616","4.796656","-0.930013","14.425708","0.878138","10.675601",13.329915,12.780565,2.383964,2.687129,0,"LBN","BGR",6.2363146,0.223077829,3691.8030148,0.00168923276106535,0.000376830377014135
"Lebanon","Croatia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,0.58485,0,0,0,"LBN","HRV",0.11697,0.2074084,3691.8030148,3.16837056395157e-05,6.57146669276294e-06
"Lebanon","Cyprus","0","19.733172","17.721668","3.328537","10.494229","0.000000","14.617362",17.533966,52.886532,26.740128,34.753355,61.673352,"LBN","CYP",38.7174666,0.226918286,3691.8030148,0.0104874139938632,0.00237978600805986
"Lebanon","Czech Republic","0","0.000000","0.000000","0.000000","..","-1.270159","0.000000",0,0,0,0,0,"LBN","CZE",0,0.167790564,3691.8030148,0,0
"Lebanon","Egypt","0","0.000000","15.000000","0.000000","108.000000","153.000000","111.800000",35.4,49.5,14.4,42.4,31.2,"LBN","EGY",34.58,0.283767746,3691.8030148,0.00936669693950974,0.00265796647798978
"Lebanon","France","18.7917781496362","40.468684","38.373245","376.226928","550.912799","25.089664","912.900780",104.002637,1226.656368,1239.661212,22.242147,69.382516,"LBN","FRA",532.388976,0.150847644,3691.8030148,0.144208391906533,0.0217534961641292
"Lebanon","Germany","0","0.000000","0.000000","4.966692","-2.487191","2.508966","0.000000",2.929652,0,0,0,0,"LBN","DEU",0.5859304,0.15008984,3691.8030148,0.000158711176531108,2.38209350917658e-05
"Lebanon","Italy","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",1.201157,2.722816,0.754922,0.875785,0,"LBN","ITA",1.110936,0.211710304,3691.8030148,0.000300919630745841,6.37077865047698e-05
"Lebanon","Lithuania","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,0,0.525643,0,0.666347,"LBN","LTU",0.238398,0.257202643,3691.8030148,6.4574951329822e-05,1.66088481536266e-05
"Lebanon","Luxembourg","0","-10.352454","-2.257250","-2.483346","7.461573","37.634496","-15.055335",27.831692,33.340603,6.622122,33.363221,2.569723,"LBN","LUX",20.7454722,0.129131919,3691.8030148,0.00561933345761783,0.000725635312883095
"Lebanon","Morocco","0.982040166327524","1.007205","0.981787","1.443389","1.962773","7.469661","9.203731",6.683586,8.34047,5.025448,21.088102,0,"LBN","MAR",8.2275212,0.364708027,3691.8030148,0.00222859160334851,0.000812785246646002
"Lebanon","Nigeria","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,0,0,2.276,12459.903,"LBN","NGA",2492.4358,0.502678199,3691.8030148,0.675126974545533,0.339371611660867
"Lebanon","Oman","0","0.000000","0.000000","0.000000","0.000000","0.520156","45.773732",27.048114,7.282185,9.882965,17.425228,0,"LBN","OMN",12.3276984,0.320837551,3691.8030148,0.00333920806461767,0.00107134333773138
"Lebanon","Pakistan","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,0,0,0,12.45,"LBN","PAK",2.49,0.430075243,3691.8030148,0.000674467188530343,0.000290071640002714
"Lebanon","Panama","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,1.232,0,0,0,"LBN","PAN",0.2464,0.339105111,3691.8030148,6.67424559252516e-05,2.26327079249451e-05
"Lebanon","Poland","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,0,0,33.31252,3.684893,"LBN","POL",7.3994826,0.149939918,3691.8030148,0.00200430049228964,0.000300524651461268
"Lebanon","Qatar","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,14.148352,0,0,0,"LBN","QAT",2.8296704,0.293961871,3691.8030148,0.000766473830986157,0.000225314081429228
"Lebanon","Romania","0","0.000000","0.000000","0.000000","29.846292","11.290349","61.590008",10.253781,8.335151,33.110609,15.291476,42.40043,"LBN","ROU",21.8782894,0.25070976,3691.8030148,0.00592618005681574,0.00148575117976106
"Lebanon","Saudi Arabia","31","18.000000","29.000000","34.000000","51.000000","7.000000","189.000000",215,1263,547,0,0,"LBN","SAU",405,0.341458032,3691.8030148,0.109702494519996,0.0374587978842885
"Lebanon","Sweden","4.91349681966483","..","0.000000","0.000000","0.000000","0.000000","0.000000",0,0,0,0,0,"LBN","SWE",0,0.205265765,3691.8030148,0,0
"Lebanon","Tunisia","0.625560397856413","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0.641161,0,0,0,0,"LBN","TUN",0.1282322,0.317379887,3691.8030148,3.47343017723135e-05,1.10239687715208e-05
"Lebanon","Turkey","0","0.000000","0.000000","7.000000","0.000000","2.000000","84.000000",34,9,29,45,315,"LBN","TUR",86.4,0.277430808,3691.8030148,0.0234031988309324,0.00649276836145023
"Lebanon","United Republic of Tanzania","0.95","0.000000","0.000000","0.000000","0.000000","-54.660000","0.000000",0,0,0.6,2.1,0,"LBN","TZA",0.54,0.535534539,3691.8030148,0.000146269992693327,7.83326331065545e-05
"Lebanon","United States","0","0.000000","0.000000","0.000000","-6.000000","-1.000000","..",1,NA,NA,NA,1,"LBN","USA",1,0.199021375,3691.8030148,0.000270870356839495,5.3908990864937e-05
"Lebanon","Zambia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.880000",0,2.5,0,0,0,"LBN","ZMB",0.5,0.4972256,3691.8030148,0.000135435178419748,6.7341837850866e-05
"Liberia","Belgium","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,41.675754,50.328126,15.291476,16.7032,"LBR","BEL",24.7997112,0.205225833,277.6320366,0.0893258267443045,0.0183319672020136
"Liberia","Bulgaria","0","0.000000","0.514653","0.829438","0.621798","2.759863","0.000000",0,0,0,0,15.637021,"LBR","BGR",3.1274042,0.223077829,277.6320366,0.0112645652796396,0.00251287476721079
"Liberia","Croatia","0","0.000000","0.000000","0.000000","0.000000","-8.927095","0.000000",0,0,0,0,0,"LBR","HRV",0,0.2074084,277.6320366,0,0
"Liberia","Cyprus","0","12.428956","15.002810","2.625360","1.659705","0.000000","-2.668900",0,0,1.31118,1.390134,NA,"LBR","CYP",0.6753285,0.226918286,277.6320366,0.00243245883389525,0.000551969389353069
"Liberia","Denmark","0","0.000000","0.000000","0.000000","0.000000","-0.672633","1.102192",0,0,0,0,0,"LBR","DNK",0,0.144967624,277.6320366,0,0
"Liberia","Ecuador","0","0.000000","0.000000","0.000000","0.000000","13.180000","0.000000",0,0,0,0,0,"LBR","ECU",0,0.316319862,277.6320366,0,0
"Liberia","France","-4.47423289277053","-9.411322","-2.257250","2.483346","1.243595","1.254483","6.843334",8.788955,0,42.38158,0,0,"LBR","FRA",10.234107,0.150847644,277.6320366,0.0368621255865542,0.00556056479756381
"Liberia","Germany","13.4226986783116","-6.587925","9.028999","24.833461","-3.730786","-37.634496","-2.737334",24.90204,2.778384,0,0,0,"LBR","DEU",5.5360848,0.15008984,277.6320366,0.0199403673574464,0.00299284654622035
"Liberia","India","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,0,1.41,0,0,"LBR","IND",0.282,0.427243396,277.6320366,0.00101573292280492,0.000433965183368179
"Liberia","Japan","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",19.766058,60.875429,36.83317,7.887027,0,"LBR","JPN",25.0723368,0.28963038,277.6320366,0.0903077941113947,0.026155880725445
"Liberia","Latvia","-0.637026868200734","4.691099","0.000000","-0.925527","-2.833278","-1.962856","-20.047023",0,0,1.696593,0,0,"LBR","LVA",0.3393186,0.262947089,277.6320366,0.00122218820333359,0.000321370830276708
"Liberia","Luxembourg","0","-2.823397","-3.385875","127.892322","0.000000","0.000000","1.368667",1.464826,5.556767,2.648849,1.390134,477.96848,"LBR","LUX",97.8058112,0.129131919,277.6320366,0.352285753466248,0.0454913353814575
"Liberia","Mexico","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,0,0.785,0,0,"LBR","MEX",0.157,0.289546763,277.6320366,0.000565496698157348,0.000163737738438648
"Liberia","Nigeria","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,0,0,22.396,264.294,"LBR","NGA",57.338,0.502678199,277.6320366,0.206525157190739,0.103815694064833
"Liberia","Romania","0","0.000000","0.000000","2.402637","0.000000","-2.508966","0.000000",0,0,0,0,0,"LBR","ROU",0,0.25070976,277.6320366,0,0
"Liberia","United States","-312","87.000000","74.000000","152.000000","-78.000000","61.000000","137.000000",54,108,95,5,0,"LBR","USA",52.4,0.199021375,277.6320366,0.188739025372261,0.0375631003457473
"Lesotho","Bulgaria","0","0.000000","0.000000","0.000000","0.000000","0.000000","3.969134",3.515582,0,0,0,0,"LSO","BGR",0.7031164,0.223077829,1.9831164,0.354551250748569,0.0790925232862255
"Lesotho","Luxembourg","0","0.000000","0.000000","0.000000","0.000000","0.000000","4.106001",0,0,0,0,0,"LSO","LUX",0,0.129131919,1.9831164,0,0
"Lesotho","Zambia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,0,6.4,0,0,"LSO","ZMB",1.28,0.4972256,1.9831164,0.645448749251431,0.320933641615792
"Libya ","Belgium","0","0.000000","-4.514499","0.000000","0.000000","0.000000","0.000000",0,4.167575,2.648849,6.950671,3.854585,"LBY","BEL",3.524336,0.205225833,336.9505666,0.0104595045960668,0.00214656054349513
"Libya ","Benin","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,0,0,0,1,"LBY","BEN",0.2,0.517243631,336.9505666,0.000593558877250453,0.000307014548881308
"Libya ","Cyprus","0","1.178872","2.680484","1.237741","0.000000","0.000000","0.000000",0,0,NA,NA,NA,"LBY","CYP",0,0.226918286,336.9505666,0,0
"Libya ","Egypt","0","0.000000","0.000000","0.000000","3.800000","1.500000","20.400000",137.4,10.1,335,6.5,6.7,"LBY","EGY",99.14,0.283767746,336.9505666,0.29422713545305,0.0834921710395486
"Libya ","Estonia","0","0.000000","0.000000","0.000000","0.000000","0.000000","-1.268754",0,0,0,0,0,"LBY","EST",0,0.252987409,336.9505666,0,0
"Libya ","France","4.47423289277053","107.289069","20.315247","-50.908594","1.243595","2.508966","4.106001",0,8.335151,33.110609,36.14349,1.284856,"LBY","FRA",15.7748212,0.150847644,336.9505666,0.0468164258014932,0.00706214753265606
"Libya ","Germany","12.5278520997575","46.115477","4.514499","2.483346","-4.974382","-1.254483","210.774693",26.366866,19.448685,0,0,0,"LBY","DEU",9.1631102,0.15008984,336.9505666,0.0271942270121709,0.0040815771811804
"Libya ","Italy","0","28.096560","0.000000","0.949880","0.000000","59.136338","-63.636165",31.054308,16.128517,61.718176,15.527799,17.281387,"LBY","ITA",28.3420374,0.211710304,336.9505666,0.0841133394906717,0.0178076606740253
"Libya ","Kenya","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0.593926,0,0,0,0,"LBY","KEN",0.1187852,0.530444735,336.9505666,0.000352530049729853,0.000186997708808488
"Libya ","Luxembourg","0","0.000000","0.000000","1.241673","0.000000","0.000000","0.000000",0,0,0,0,1.284862,"LBY","LUX",0.2569724,0.129131919,336.9505666,0.000762641246141772,9.84813276228383e-05
"Libya ","Malta","0","0.000000","0.000000","8.244709","15.784957","38.005823","19.960637",19.773684,26.604412,118.003861,0,0,"LBY","MLT",32.8763914,0.255508018,336.9505666,0.0975703698371523,0.0249300118126178
"Libya ","Morocco","0.521985313633549","0.000000","2.663358","2.717630","0.000000","0.886809","1.977459",30.850299,1.501781,1.093005,0.815835,0,"LBY","MAR",6.852184,0.364708027,336.9505666,0.0203358732087676,0.00741665619529179
"Libya ","Pakistan","0","0.000000","0.000000","0.642000","1.972000","9.640000","22.549000",2.438,3.25,1.653,1.788,0,"LBY","PAK",1.8258,0.430075243,336.9505666,0.00541859899041939,0.00233040527752417
"Libya ","Romania","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",1.464826,0,0,0,0,"LBY","ROU",0.2929652,0.25070976,336.9505666,0.000869460475927272,0.000217982227249212
"Libya ","Spain","0","0.000000","0.000000","0.000000","0.000000","92.831757","0.000000",152.34189,0,0,0,0,"LBY","ESP",30.468378,0.213517562,336.9505666,0.090423881186612,0.0193070866575431
"Libya ","Sweden","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,0,2.219904,0,0,"LBY","SWE",0.4439808,0.205265765,336.9505666,0.00131764372584379,0.000270467147382776
"Libya ","Tunisia","49.7668049850213","6.189642","3.802990","6.664151","6.474338","3.215579","40.995505",111.529534,12.293838,52.396255,9.234397,0,"LBY","TUN",37.0908048,0.317379887,336.9505666,0.110077882267019,0.0349365058351057
"Libya ","Turkey","0","0.000000","0.000000","0.000000","3.000000","12.000000","0.000000",82,1,0,0,0,"LBY","TUR",16.6,0.277430808,336.9505666,0.0492653868117876,0.0136677360696268
"Libya ","United Republic of Tanzania","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,0,15.6,0.8,0,"LBY","TZA",3.28,0.535534539,336.9505666,0.00973436558690743,0.00521308898704193
"Libya ","United States","0","0.000000","0.000000","0.000000","0.000000","-1.000000","1.000000",2,NA,0,4,0,"LBY","USA",1.5,0.199021375,336.9505666,0.0044516915793784,0.00088598177920381
"Libya ","Zambia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,0,239.7,7.8,0,"LBY","ZMB",49.5,0.4972256,336.9505666,0.146905822119487,0.0730453355468553
"Madagascar","Belgium","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,1.389192,0,0,0,"MDG","BEL",0.2778384,0.205225833,0.7556768,0.367668294170206,0.0754550319387696
"Madagascar","France","1.78969315710821","1.882264","1.128625","2.483346","-3.730786","-5.017933","0.000000",0,0,NA,NA,0,"MDG","FRA",0,0.150847644,0.7556768,0,0
"Madagascar","Germany","0","0.000000","0.000000","0.000000","2.487191","-2.508966","0.000000",0,0,0,0,0,"MDG","DEU",0,0.15008984,0.7556768,0,0
"Madagascar","Luxembourg","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,1.389192,0,0,0,"MDG","LUX",0.2778384,0.129131919,0.7556768,0.367668294170206,0.0474777123816552
"Madagascar","United States","2","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",1,0,0,0,0,"MDG","USA",0.2,0.199021375,0.7556768,0.264663411659588,0.0526736761006822
"Malawi","Estonia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",4.253854,0,0,0,0,"MWI","EST",0.8507708,0.252987409,3.0174022,0.281954722509316,0.0713309947029459
"Malawi","Mozambique","0","0.000000","0.000000","0.000000","2.122000","0.000000","0.000000",0,0,0,0,2,"MWI","MOZ",0.4,0.513186923,3.0174022,0.132564362815139,0.0680302974525571
"Malawi","Zambia","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,6.1,0,0,2.733157,"MWI","ZMB",1.7666314,0.4972256,3.0174022,0.585480914675545,0.291116099088096
"Maldives","India","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,0,2.01,0,0,"MDV","IND",0.402,0.427243396,0.402,1,0.427243396
"Mali","Belgium","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,0,0,1.390134,0,"MLI","BEL",0.2780268,0.205225833,15.5007354,0.017936361909642,0.00368100481389576
"Mali","France","-0.894846578554107","3.764529","5.643124","3.725019","0.000000","1.254483","4.106001",21.972388,26.394644,18.541941,2.780268,6.424302,"MLI","FRA",15.2227086,0.150847644,15.5007354,0.982063638090358,0.148141986063999
"Mali","Mexico","4.032","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,0,0,0,0,"MLI","MEX",0,0.289546763,15.5007354,0,0
"Mali","Morocco","0","0.000000","0.000000","0.000000","0.000000","1.796357","0.000000",0,0,0,0,0,"MLI","MAR",0,0.364708027,15.5007354,0,0
"Marshall Islands","Belgium","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,26.394644,13.244244,34.753355,0,"MHL","BEL",14.8784486,0.205225833,40.1716152,0.370372177616597,0.0760099386713901
"Marshall Islands","Bulgaria","0","0.000000","0.000000","0.000000","20.270606","11.792142","3.421667",6.591716,11.80813,10.462953,19.89852,10.625548,"MHL","BGR",11.8773734,0.223077829,40.1716152,0.295665816295084,0.0659564884086201
"Marshall Islands","Croatia","0","0.000000","0.000000","0.000000","0.000000","1.006240","0.000000",0,0,0,0,0,"MHL","HRV",0,0.2074084,40.1716152,0,0
"Marshall Islands","Czech Republic","0","0.000000","0.000000","0.000000","17.710603","-17.645028","0.000000",0,0,0,0,0,"MHL","CZE",0,0.167790564,40.1716152,0,0
"Marshall Islands","Denmark","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",12.749773,0,0,0,0,"MHL","DNK",2.5499546,0.144967624,40.1716152,0.0634765265798922,0.00920204123805981
"Marshall Islands","Estonia",NA,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",1.240708,4.321182,0,0,0,"MHL","EST",1.112378,0.252987409,40.1716152,0.0276906466036247,0.00700538493778567
"Marshall Islands","Latvia","0","0.000000","0.000000","0.000000","0.000000","0.000000","1.751682",0.623938,0,0,0,3.474286,"MHL","LVA",0.8196448,0.262947089,40.1716152,0.0204035808846441,0.00536506219879322
"Marshall Islands","Lithuania","0","0.000000","2.558096","0.000000","0.663295","0.000000","-1.537407",0,0,0,0,0,"MHL","LTU",0,0.257202643,40.1716152,0,0
"Marshall Islands","Luxembourg","0","0.000000","0.000000","0.000000","0.000000","0.000000","13.686668",0,0,1.324424,15.291476,7.709169,"MHL","LUX",4.8650138,0.129131919,40.1716152,0.121105755289621,0.0156386185824931
"Marshall Islands","Mexico","0","0.000000","8.949000","0.000000","0.000000","19.529000","0.000000",0,0,0,0,0,"MHL","MEX",0,0.289546763,40.1716152,0,0
"Marshall Islands","Poland","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,0,0,0,0.675564,"MHL","POL",0.1351128,0.149939918,40.1716152,0.00336338977975673,0.000504306387778762
"Marshall Islands","Romania","0","0.000000","0.000000","12.333538","-1.243595","-3.763450","9.580668",0,0,1.324424,2.780268,11.563754,"MHL","ROU",3.1336892,0.25070976,40.1716152,0.0780075479763134,0.01955725363133
"Marshall Islands","United States","1","..","..","..","..","..","0.000000",NA,NA,1,3,0,"MHL","USA",1.33333333333333,0.199021375,40.1716152,0.0331909316241119,0.00660570484936173
"Mauritania","Belgium","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,0,7.946546,0,0,"MRT","BEL",1.5893092,0.205225833,4.8491782,0.327748153285025,0.0672623877721309
"Mauritania","Denmark","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.918493",0,0,0,0,0,"MRT","DNK",0,0.144967624,4.8491782,0,0
"Mauritania","France","0","0.941132","0.000000","0.000000","0.000000","5.017933","0.000000",0,0,NA,NA,NA,"MRT","FRA",0,0.150847644,4.8491782,0,0
"Mauritania","Luxembourg","0","0.000000","0.000000","0.000000","0.000000","0.000000","-2.737334",0,2.778384,0,0,0,"MRT","LUX",0.5556768,0.129131919,4.8491782,0.114591952921012,0.014797478782648
"Mauritania","Morocco","0","0.000000","0.000000","0.000000","0.000000","0.000000","5.541769",0,0,8.981652,1.619309,0,"MRT","MAR",2.1201922,0.364708027,4.8491782,0.437227116132791,0.15946023887569
"Mauritania","Mozambique","0","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",2.92,0,0,0,0,"MRT","MOZ",0.584,0.513186923,4.8491782,0.120432777661172,0.0618045265962797
"Mexico","Argentina","0","0.000000","0.000000","0.000000","592.682000","28.467000","545.907000",544.313,104.769,308.017,418.118,562.273,"MEX","ARG",387.498,0.262239067,8634.7668974,0.0448764864882084,0.0117683679469059
"Mexico","Australia","0","0.000000","0.000000","0.000000","0.000000","..","..",0,0.779916,NA,0,NA,"MEX","AUS",0.259972,0.238866553,8634.7668974,3.01075875109356e-05,7.19169564788303e-06
"Mexico","Austria","0","0.000000","0.000000","0.000000","-21.141123","-4.808434","-0.629587",16.338668,0,0,0,0,"MEX","AUT",3.2677336,0.194990141,8634.7668974,0.00037843912161473,7.37918976835723e-05
"Mexico","Belgium","0","2.823397","..","0.000000","0.000000","0.000000","0.000000",0,88.908276,107.278374,33.363221,21.842646,"MEX","BEL",50.2785034,0.205225833,8634.7668974,0.00582279799760886,0.00119498856945001
"Mexico","Bolivia","0","0.000000","1.942000","0.000000","4.184000","3.940000","2.361000",18.24,6.867,9.356,0,0,"MEX","BOL",6.8926,0.378167921,8634.7668974,0.00079823810901895,0.000301868046150668
"Mexico","Brazil","34.103","24.425000","44.513000","60.741000","1634.077000","780.830000","269.750000",202.386,134.104,2329.715,932.311,2755.88,"MEX","BRA",1270.8792,0.295596157,8634.7668974,0.14718164544577,0.0435063287747062
"Mexico","Bulgaria","0","0.000000","0.000000","0.000000","0.000000","0.501793","0.000000",0,0,0,0.602623,0.691641,"MEX","BGR",0.2588528,0.223077829,8634.7668974,2.99779719679454e-05,6.68742090443211e-06
"Mexico","Chile","0","0.000000","0.000000","0.000000","0.000000","37.000000","91.000000",325,617.311,94.769,187.785,577.331,"MEX","CHL",360.4392,0.282457473,8634.7668974,0.0417427829011263,0.0117905609742397
"Mexico","Colombia","-151.927","-2.694000","27.442000","-10.409000","1061.464000","267.782000","401.140000",577.118,461.762,342.697,424.95,807.448,"MEX","COL",522.795,0.29815216,8634.7668974,0.0605453518562751,0.0180517274339084
"Mexico","Costa Rica","33.1","31.200000","38.000000","29.300000","37.400000","30.700000","70.856000",19.841,6.747,40.361,183.395,346.258,"MEX","CRI",119.3204,0.342986709,8634.7668974,0.0138186011756644,0.00473959654022468
"Mexico","Czech Republic","0","-1.725797","5.313907","0.000000","0.000000","-16.082777","-126.477675",116.410434,266.852594,31.119157,2.848909,0,"MEX","CZE",83.4462188,0.167790564,8634.7668974,0.0096639804862742,0.00162152473627694
"Mexico","Denmark","0","0.000000","0.000000","0.000000","-3.501803","2.186057","15.246983",0.784601,18.653689,35.561372,111.758691,17.263763,"MEX","DNK",36.8044232,0.144967624,8634.7668974,0.00426235283908847,0.000617903163732309
"Mexico","Dominican Republic","37.8","6.200000","18.800000","52.700000","-1.300000","83.500000","-123.800000",1055.2,273.2,369.2,72.9,361.7,"MEX","DOM",426.44,0.398649596,8634.7668974,0.0493863939892117,0.0196878660116961
"Mexico","Ecuador","0","0.000000","5.655000","0.000000","7.274000","42.597000","-40.235000",312.567,620.962,278.54,70.133,83.136,"MEX","ECU",273.0676,0.316319862,8634.7668974,0.0316242005423705,0.010003362751423
"Mexico","El Salvador","2.3","3.700000","10.900000","531.100000","33.100000","7.200000","59.400000",7.6,0,48.543,49.347,19.519,"MEX","SLV",25.0018,0.383533774,8634.7668974,0.00289548059572149,0.00111051460042083
"Mexico","Finland","8.94846578554107","-1.157593","1.455926","0.000000","0.000000","0.000000","0.000000",0,1.532279,0,0.742332,0,"MEX","FIN",0.4549222,0.189396599,8634.7668974,5.26849427906364e-05,9.9783489830561e-06
"Mexico","France","43.8474823491512","-1.882264","109.476612","-23.591788","264.885838","411.470493","-123.180015",495.111144,345.908761,190.71711,336.412481,165.747128,"MEX","FRA",306.7793248,0.150847644,8634.7668974,0.0355283852413403,0.00535937320878056
"Mexico","Germany","0","-27.292833","-28.215622","4.966692","-13.679550","11.290349","242.254030",7.324129,13.891918,59.599097,48.654698,104.073782,"MEX","DEU",46.7087248,0.15008984,8634.7668974,0.00540937877709986,0.000811892795154314
"Mexico","Guatemala","0","0.000000","0.000000","0.000000","26.400000","82.800000","76.000000",76.134,49.764,96.64,81.4,95.7,"MEX","GTM",79.9276,0.348952548,8634.7668974,0.0092564861275024,0.00323007441971861
"Mexico","Honduras","6.6","1.200000","3.600000","36.111000","45.023000","37.825000","92.111000",30.421,167.666,123.779,153.923,191.535,"MEX","HND",133.4648,0.402424291,8634.7668974,0.0154566766637542,0.00622014214762754
