"from","to","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","from_iso","to_iso","avg","nd","TOTAL","PERC","NDX"
"Denmark","Guernsey","0","0.000000","0.000000","0.000000","7.337112","2.017899","0.000000",11.37672,0,0,0,0,"DNK","GGY",2.275344,NA,23519.221839,9.67440171097406e-05,NA
"Denmark","Iceland","0","0.000000","0.000000","0.000000","-21.677831","-12.443709","6.796848",9.022916,0,0,0,0,"DNK","ISL",1.8045832,0.235824899,23519.221839,7.6728014742716e-05,1.80943763271715e-05
"Denmark","Jersey","0","0.000000","0.000000","0.000000","1.000515","151.678724","0.000000",81.010096,0,0,0,0,"DNK","JEY",16.2020192,NA,23519.221839,0.000688884152329118,NA
"Denmark","Liechtenstein","4.56576016302167","0.000000","0.000000","52.411426","0.000000","0.000000","0.000000",0,0,0,0,0,"DNK","LIE",0,NA,23519.221839,0,NA
"Denmark","Norway","820.875616678001","179.867278","32.181333","230.510127","1639.177510","1601.707142","4359.351177",2827.703491,671.532792,53.342058,353.90252,224.428915,"DNK","NOR",826.1819552,0.161815828,23519.221839,0.0351279460203063,0.00568425767121516
"Denmark","Switzerland","1897.91440881816","259.287548","262.915416","261.389470","748.218666","764.279156","2083.876775",986.047825,130.575821,4658.539708,484.287659,310.747728,"DNK","CHE",1314.0397482,0.155764363,23519.221839,0.0558708854057848,0.00870269287547806
"Denmark","Canada","25.7124388128062","-33.186780","-34.154716","25.871882","-178.925480","229.872301","-567.996032",57.472053,111.922132,0,130.385139,293.483965,"DNK","CAN",118.6526578,0.233574656,23519.221839,0.00504492277049949,0.00117836610066599
"Denmark","United States","1436.89278393621","562.781913","116.581432","232.680027","191.431921","1811.736772","2271.800430",972.12115,2238.442641,1404.674187,409.781866,1312.045963,"DNK","USA",1267.4131614,0.199021375,23519.221839,0.0538883969068378,0.0107249428489446
"Denmark","Australia","730.641777666704","119.573740","-33.243924","-2.670646","43.689167","294.613219","64.478204",58.648956,130.575821,1458.016244,55.879345,828.660608,"DNK","AUS",506.3561948,0.238866553,23519.221839,0.0215294620828122,0.00514266839566556
"Denmark","Bermuda","0","0.000000","0.000000","0.000000","70.369574","-97.699932","3207.193637",11.965172,0,0,0,0,"DNK","BMU",2.3930344,NA,23519.221839,0.000101748026205179,NA
"Denmark","Israel","0","0.000000","0.000000","0.000000","4.002061","11.434760","8.266436",26.676448,0,0,0,0,"DNK","ISR",5.3352896,0.255671359,23519.221839,0.000226848049502766,5.79985491028714e-05
"Denmark","Japan","-105.252786915973","-119.067071","-74.988577","13.019399","81.708747","158.405053","22.778625",79.048592,18.653689,53.342058,111.758691,51.791288,"DNK","JPN",62.9188636,0.28963038,23519.221839,0.00267521026123691,0.000774822164541945
"Denmark","New Zealand","4.92621491273391","4.813350","-11.688503","5.341292","-11.505926","153.696622","-101.585319",25.695696,0,0,204.890933,34.527525,"DNK","NZL",53.0228308,0.25937051,23519.221839,0.00225444664636296,0.00058473697643495
"Denmark","Algeria","0","0.000000","0.000000","0.000000","0.000000","-68.608558","-35.821225",81.402397,149.229509,213.368231,55.879345,293.483965,"DNK","DZA",158.6726894,0.332497303,23519.221839,0.00674651102345938,0.00224319671996001
"Denmark","Egypt","0","0.000000","0.000000","0.000000","21.844583","26.569000","20.574242",130.047684,111.922132,35.561372,37.252897,17.263763,"DNK","EGY",66.4095696,0.283767746,23519.221839,0.00282362954244849,0.000801254990799618
"Denmark","Morocco","0","0.000000","0.000000","0.000000","1.834278","3.531323","-2.020684",1.176902,0,0,0,0,"DNK","MAR",0.2353804,0.364708027,23519.221839,1.00080011835123e-05,3.64999836585243e-06
"Denmark","Angola","0","0.000000","0.000000","0.000000","4.002061","58.350906","0.000000",0,0,0,0,0,"DNK","AGO",0,0.515639404,23519.221839,0,0
"Denmark","Cameroon","0","0.000000","0.000000","0.000000","1.500773","4.035798","1.653287",2.157654,0,0,0,0,"DNK","CMR",0.4315308,0.474332679,23519.221839,1.83480050043334e-05,8.70305836801088e-06
"Denmark","Congo","0","0.000000","0.000000","0.000000","-2.334536","1.345266","0.000000",0,0,0,0,0,"DNK","COG",0,0.488770024,23519.221839,0,0
"Denmark","Côte d' Ivoire","0","0.000000","0.000000","0.000000","-5.169329","0.504475","0.000000",1.569203,0,0,0,0,"DNK","CIV",0.3138406,0.502742155,23519.221839,1.33440044125773e-05,6.70859353470861e-06
"Denmark","Ghana","0","0.000000","0.000000","0.000000","1.834278","7.398962","13.042600",9.415217,0,0,0,0,"DNK","GHA",1.8830434,0.472997101,23519.221839,8.0064017971781e-05,3.78700483950643e-05
"Denmark","Guinea","0","0.000000","0.000000","0.000000","2.001031","0.000000","0.000000",0,0,0,0,0,"DNK","GIN",0,0.545373092,23519.221839,0,0
"Denmark","Kenya","0","0.000000","0.000000","0.000000","2.001031","1.008949","0.000000",0,0,0,0,0,"DNK","KEN",0,0.530444735,23519.221839,0,0
"Denmark","Liberia","0","0.000000","0.000000","0.000000","1.000515","-61.041438","3.122876",8.826766,0,0,0,0,"DNK","LBR",1.7653532,0.574009116,23519.221839,7.50600173800248e-05,4.30851342232527e-05
"Denmark","Malawi","0","0.000000","0.000000","0.000000","1.667525","0.000000","0.000000",0,0,0,0,0,"DNK","MWI",0,0.491810578,23519.221839,0,0
"Denmark","Mauritania","0","0.000000","0.000000","0.000000","0.667010","-3.867639","0.000000",0,0,0,0,0,"DNK","MRT",0,0.465284438,23519.221839,0,0
"Denmark","Mauritius","0","0.000000","0.000000","0.000000","121.896110","5.212905","-346.822933",39.03392,0,0,0,0,"DNK","MUS",7.806784,0.339225937,23519.221839,0.000331932070433327,0.000112599967613095
"Denmark","Nigeria","0","0.000000","0.000000","0.000000","5.169329","3.026848","4.959862",3.923007,0,0,0,0,"DNK","NGA",0.7846014,0.502678199,23519.221839,3.33600067796018e-05,1.6769348126598e-05
"Denmark","Senegal","0","0.000000","0.000000","0.000000","1.334020","0.000000","0.000000",0,0,0,0,0,"DNK","SEN",0,0.472086175,23519.221839,0,0
"Denmark","South Africa","11.8950067405038","11.020037","19.885635","12.017907","7.670617","9.248703","39.127799",30.795605,55.961066,35.561372,18.626448,189.901389,"DNK","ZAF",66.169176,0.365560843,23519.221839,0.00281340838795428,0.00102847194200384
"Denmark","Swaziland","0","0.000000","0.000000","0.000000","-2.501288","0.000000","0.000000",0,0,0,0,0,"DNK","SWZ",0,0.411058237,23519.221839,0,0
"Denmark","Uganda","0","0.000000","0.000000","0.000000","0.000000","-0.840791","0.000000",0.784601,0,0,0,0,"DNK","UGA",0.1569202,0.521598036,23519.221839,6.67199795444729e-06,3.48010102923572e-06
"Denmark","United Rep. of Tanzania","0","0.000000","0.000000","0.000000","0.000000","1.008949","0.000000",0.588451,0,0,0,0,"DNK","TZA",0.1176902,0.535534539,23519.221839,5.00400059175614e-06,2.67981515006185e-06
"Denmark","Zambia","0","0.000000","0.000000","0.000000","0.000000","0.672633","0.000000",0,0,0,0,0,"DNK","ZMB",0,0.4972256,23519.221839,0,0
"Denmark","China","24.8713777301443","57.380195","15.179874","21.031337","291.483447","394.331050","939.250877",198.111857,429.034839,391.17509,242.14383,811.396846,"DNK","CHN",414.3724924,0.303023198,23519.221839,0.0176184609863614,0.00533880239192546
"Denmark","Hong Kong, China","-185.033438185615","-24.193416","21.251823","55.749734","119.728327","27.241633","362.988409",104.940439,130.575821,533.420577,223.517381,2175.234097,"DNK","HKG",633.537663,NA,23519.221839,0.0269370163407982,NA
"Denmark","Korea, Republic of","0","0.000000","0.000000","0.000000","25.179634","0.000000","161.838455",51.587543,0,0,18.626448,17.263763,"DNK","KOR",17.4955508,0.347391189,23519.221839,0.000743883063809048,0.000258418422013588
"Denmark","Taiwan Province of China","0","0.000000","0.000000","0.000000","5.669587","12.107393","1.469589",5.68836,0,0,0,0,"DNK","TWN",1.137672,NA,23519.221839,4.83720085548703e-05,NA
"Denmark","Cambodia","0","0.000000","0.000000","0.000000","0.000000","0.672633","0.000000",0,0,0,0,0,"DNK","KHM",0,0.49951571,23519.221839,0,0
"Denmark","Indonesia","0","0.000000","0.000000","0.000000","-2.334536","42.712190","23.513419",19.418885,0,0,0,0,"DNK","IDN",3.883777,0.335011941,23519.221839,0.000165132036535318,5.53212040809798e-05
"Denmark","Lao People's Dem. Rep.","0","0.000000","0.000000","0.000000","41.354631","0.000000","0.000000",0,0,0,0,0,"DNK","LAO",0,0.4813817,23519.221839,0,0
"Denmark","Malaysia","18.9839501515111","28.246763","18.974842","22.867406","-27.013912","14.797924","74.397928",68.260323,74.614755,17.780686,74.505794,17.263763,"DNK","MYS",50.4850642,0.309853932,23519.221839,0.00214654483662741,0.0006651153578433
"Denmark","Philippines","0","0.000000","0.000000","0.000000","-0.667010","0.000000","0.734794",11.18057,0,0,0,0,"DNK","PHL",2.236114,0.381765514,23519.221839,9.50760197470494e-05,3.62967455478065e-05
"Denmark","Singapore","-10.21288457518","19.506733","1.366189","123.684290","424.551978","460.585392","364.641696",272.845141,1081.913943,2062.559565,3017.484647,2313.344198,"DNK","SGP",1749.6294988,0.352335547,23519.221839,0.0743914705502175,0.0262107594684453
"Denmark","Thailand","1.9224253317986","3.546679","5.616553","9.514176","27.847675","52.297210","23.697118",9.219067,0,35.561372,316.649623,120.846339,"DNK","THA",96.4552802,0.308106181,23519.221839,0.00410112549047248,0.00126358211267123
"Denmark","Viet Nam","2.28288008151083","0.000000","6.071950","3.672138","9.171390","15.638715","26.636295",8.630616,0,0,0,0,"DNK","VNM",1.7261232,0.381388268,23519.221839,7.33920200173337e-05,2.79908553994322e-05
"Denmark","India","13.3368257393528","-5.953354","15.938868","13.687060","42.021641","-7.903437","82.480666",53.745197,74.614755,177.806859,37.252897,69.055051,"DNK","IND",82.4949518,0.427243396,23519.221839,0.00350755447457897,0.00149857948537412
"Denmark","Iran, Islamic Republic of","0","0.000000","0.000000","0.000000","57.196123","0.504475","1.285890",26.676448,0,0,0,0,"DNK","IRN",5.3352896,0.287427476,23519.221839,0.000226848049502766,6.5202362304103e-05
"Denmark","Maldives","0","0.000000","0.000000","0.000000","1.000515","2.858690","0.000000",0,0,0,0,0,"DNK","MDV",0,0.397870661,23519.221839,0,0
"Denmark","Pakistan","0","0.000000","0.000000","0.000000","-4.335566","-1.681582","0.000000",0,0,0,0,0,"DNK","PAK",0,0.430075243,23519.221839,0,0
"Denmark","Sri Lanka","0","0.000000","0.000000","0.000000","1.000515","1.513424","0.000000",0.980752,0,0,0,0,"DNK","LKA",0.1961504,0.331939377,23519.221839,8.34000382082114e-06,2.76837567246099e-06
"Denmark","Bahrain","0","0.000000","0.000000","0.000000","0.000000","17.992931","0.000000",17.065081,0,0,0,0,"DNK","BHR",3.4130162,0.338698428,23519.221839,0.000145116034168294,4.91505726503953e-05
"Denmark","Jordan","0","0.000000","0.000000","0.000000","-24.179119","12.780025","0.000000",0,0,0,0,0,"DNK","JOR",0,0.304453064,23519.221839,0,0
"Denmark","Kuwait","0","0.000000","0.000000","0.000000","-2.334536","0.000000","0.000000",0,0,0,0,0,"DNK","KWT",0,0.321234027,23519.221839,0,0
"Denmark","Lebanon","0","0.000000","0.000000","0.000000","1.834278","2.186057","1.653287",0.784601,0,0,0,0,"DNK","LBN",0.1569202,0.350353473,23519.221839,6.67199795444729e-06,2.3375576551895e-06
"Denmark","Qatar","0","0.000000","0.000000","0.000000","0.000000","354.645707","943.843342",1342.060716,0,604.543321,819.563731,811.396846,"DNK","QAT",715.5129228,0.293961871,23519.221839,0.0304224743360141,0.00894304747626419
"Denmark","Saudi Arabia","0","0.000000","0.000000","0.000000","11.672678","10.593969","1.285890",12.553623,0,0,0,0,"DNK","SAU",2.5107246,0.341458032,23519.221839,0.000106752026796936,3.64513369820929e-05
"Denmark","Turkey","0","0.000000","0.000000","0.000000","6.003092","25.391893","-10.654518",275.198945,18.653689,53.342058,18.626448,138.110101,"DNK","TUR",100.7862482,0.277430808,23519.221839,0.00428527137887166,0.00118886630113964
"Denmark","United Arab Emirates","0","0.000000","0.000000","0.000000","42.188394","146.465818","218.050223",238.126529,0,0,0,0,"DNK","ARE",47.6253058,0.297816031,23519.221839,0.00202495244638693,0.000603063300546696
"Denmark","Argentina","0","0.000000","0.000000","0.000000","-298.653807","75.839362","-133.181476",298.736988,111.922132,444.517148,223.517381,34.527525,"DNK","ARG",222.6442348,0.262239067,23519.221839,0.00946647964478175,0.00248248078982206
"Denmark","Brazil","232.132858814681","21.533407","38.405081","52.244511","58.363390","-26.064526","219.336113",208.703976,223.844264,106.684115,0,138.110101,"DNK","BRA",135.4684912,0.295596157,23519.221839,0.00575990532881337,0.00170260587988105
"Denmark","Chile","0","0.000000","0.000000","0.000000","27.680922","4.876589","26.819994",27.461049,0,0,0,0,"DNK","CHL",5.4922098,0.282457473,23519.221839,0.000233520047457213,6.59594824996044e-05
"Denmark","Colombia","0","0.000000","0.000000","0.000000","3.668556","32.454538","-14.144791",5.49221,0,0,0,0,"DNK","COL",1.098442,0.29815216,23519.221839,4.67040111921791e-05,1.39249018176124e-05
"Denmark","Peru","0","0.000000","0.000000","0.000000","0.833763","0.504475","1.653287",0,0,0,0,0,"DNK","PER",0,0.369894385,23519.221839,0,0
"Denmark","Uruguay","0","0.000000","0.000000","0.000000","0.000000","-88.619387","-53.456289",8.434465,0,0,0,0,"DNK","URY",1.686893,0.273960494,23519.221839,7.17240141509598e-05,1.964954634846e-05
"Denmark","Venezuela, Bolivarian Rep. of","0","0.000000","0.000000","0.000000","77.873438","-17.488456","50.884509",61.00276,0,0,0,0,"DNK","VEN",12.200552,0.284910779,23519.221839,0.000518748115202044,0.000147796929606996
"Denmark","Costa Rica","0","0.000000","0.000000","0.000000","-1.167268","0.000000","0.000000",0,0,0,0,0,"DNK","CRI",0,0.342986709,23519.221839,0,0
"Denmark","El Salvador","0","0.000000","0.000000","0.000000","-9.004637","0.000000","0.551096",0,0,0,0,0,"DNK","SLV",0,0.383533774,23519.221839,0,0
"Denmark","Mexico","0","0.000000","0.000000","0.000000","-139.238374","49.270361","-75.867517",16.67278,93.268443,71.122744,74.505794,69.055051,"DNK","MEX",64.9249624,0.289546763,23519.221839,0.0027605063995927,0.000799295692242852
"Denmark","Nicaragua","0","0.000000","0.000000","0.000000","2.167783","0.000000","0.000000",0,0,0,0,0,"DNK","NIC",0,0.375611552,23519.221839,0,0
"Denmark","Panama","0","0.000000","0.000000","0.000000","0.000000","86.601489","-415.342506",12.553623,0,0,0,0,"DNK","PAN",2.5107246,0.339105111,23519.221839,0.000106752026796936,3.62001578964498e-05
"Denmark","Bahamas","0","0.000000","0.000000","0.000000","5.002576","-53.306159","1212.226978",1569.398976,0,0,0,0,"DNK","BHS",313.8797952,0.3484318,23519.221839,0.0133456709302992,0.00465005614445182
"Denmark","Barbados","0","0.000000","0.000000","0.000000","0.000000","1.008949","0.000000",0,0,0,0,0,"DNK","BRB",0,0.351954265,23519.221839,0,0
"Denmark","British Virgin Islands","0","0.000000","0.000000","0.000000","-14.507471","-1.681582","0.000000",0,0,0,0,0,"DNK","VGB",0,NA,23519.221839,0,NA
"Denmark","Cayman Islands","0","0.000000","0.000000","0.000000","56.195607","31.277431","108.565865",493.318138,0,0,0,0,"DNK","CYM",98.6636276,NA,23519.221839,0.00419502091843847,NA
"Denmark","Dominican Republic","0","0.000000","0.000000","0.000000","0.000000","65.413552","0.000000",0,0,0,0,0,"DNK","DOM",0,0.398649596,23519.221839,0,0
"Denmark","Marshall Islands","0","0.000000","0.000000","0.000000","6.336597","-31.277431","0.000000",187.127437,0,0,0,0,"DNK","MHL",37.4254874,NA,23519.221839,0.00159127234974842,NA
"Denmark","Bosnia and Herzegovina","0","0.000000","0.000000","0.000000","0.000000","0.000000","6.429451",16.86893,0,0,0,0,"DNK","BIH",3.373786,0.2722268,23519.221839,0.00014344802830192,3.9050397710941e-05
"Denmark","Serbia","0","0.000000","0.000000","0.000000","0.000000","0.000000","-80.643680",33.54171,0,0,0,0,"DNK","SRB",6.708342,0.334148658,23519.221839,0.000285228059241148,9.53085732193742e-05
"Denmark","Serbia and Montenegro","0","0.000000","0.000000","0.000000","0.833763","0.000000","0.000000",0,0,0,0,0,"DNK","",0,NA,23519.221839,0,NA
"Denmark","Belarus","0","0.000000","0.000000","0.000000","1.167268","0.000000","0.000000",0,0,0,0,0,"DNK","BLR",0,0.230041615,23519.221839,0,0
"Denmark","Russian Federation","-3.84485066359719","14.820050","-13.054692","31.046259","44.022672","82.902007","124.731341",269.706736,559.61066,213.368231,111.758691,51.791288,"DNK","RUS",241.2471212,0.289435913,23519.221839,0.0102574448615455,0.00296887291854859
"Denmark","Ukraine","0","0.000000","0.000000","0.000000","2.001031","2.858690","21.309036",7.453713,0,0,0,0,"DNK","UKR",1.4907426,0.262116511,23519.221839,6.33840103301387e-05,1.66139956409239e-05
"El Salvador","Guatemala","..","..","..","..","..","..","..",NA,NA,0.028,0.002,0.007,"SLV","GTM",0.0123333333333333,0.348952548,0.0084,1.46825396825397,0.512350963333333
"El Salvador","Honduras","..","..","..","..","..","..","..",NA,NA,0,0,0.005,"SLV","HND",0.00166666666666667,0.402424291,0.0084,0.198412698412698,0.079846089484127
"Estonia","Austria","0.000000","0.000000","0.000000","0.000000","..","1.256992","0.000000",0,0,1.060176,0,0.899403,"EST","AUT",0.3919158,0.194990141,1492.3322776,0.000262619663115702,5.12082451403032e-05
"Estonia","Belgium","..","..","..","0.000000","0.000000","0.000000","0.000000",0,1.250905,0.66261,3.336322,0,"EST","BEL",1.0499674,0.205225833,1492.3322776,0.0007035748108917,0.000144391726643067
"Estonia","Bulgaria","0.000000","0.000000","0.000000","1.080745","3.280605","21.462953","17.669489",1.250961,31.411619,16.300199,7.506725,2.055778,"EST","BGR",11.7050564,0.223077829,1492.3322776,0.00784346527626161,0.00174970320566532
"Estonia","Croatia","..","..","0.000000","0.000000","0.000000","8.819017","6.679094",9.599004,5.14261,0.927654,2.780268,0,"EST","HRV",3.6899072,0.2074084,1492.3322776,0.00247257749188015,0.000512833341466875
"Estonia","Cyprus","..","37.627517","13.560298","6.788820","40.510123","45.580393","94.611832",186.513348,132.595948,6.891141,20.434973,829.76356,"EST","CYP",235.239794,0.226918286,1492.3322776,0.157632316563117,0.0357696550927118
"Estonia","Czech Republic","..","..","0.000000","0.000000","0.000000","0.000000","0.964910",0,0,0.795132,0,0.770917,"EST","CZE",0.3132098,0.167790564,1492.3322776,0.000209879397974096,3.52157825580541e-05
"Estonia","Denmark","..","-0.634293","0.000000","2.575155","1.443814","0.000000","1.341293",6.209397,2.362821,4.903312,0,0,"EST","DNK",2.695106,0.144967624,1492.3322776,0.00180596911321541,0.000261807051360224
"Estonia","Finland","0.000000","-4.361001","0.000000","47.279503","13.939462","202.838645","55.613040",196.395064,70.467658,9.54158,17.376678,90.068791,"EST","FIN",76.7699542,0.189396599,1492.3322776,0.0514429362363341,0.00974311716573553
"Estonia","France","..","0.000000","0.000000","0.000000","0.000000","1.898033","1.023763",10.46911,6.254526,0.795132,3.336322,4.111557,"EST","FRA",4.9933294,0.150847644,1492.3322776,0.00334599035010512,0.000504734761160093
"Estonia","Germany","..","0.000000","0.000000","1.944099","-1.450032","3.979221","6.012553",17.996851,15.844799,1.060176,4.170403,21.200215,"EST","DEU",12.0544888,0.15008984,1492.3322776,0.00807761715064307,0.00121236826572127
"Estonia","Greece","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.511881",0.820302,0,0,0.973094,1.027889,"EST","GRC",0.564257,0.246449197,1492.3322776,0.00037810413168001,9.31834596349208e-05
"Estonia","Hungary","..","..","..","..","0.000000","..","-3.735092",2.967737,0.694947,1.590263,0,0,"EST","HUN",1.0505894,0.211185316,1492.3322776,0.00070399160814881,0.000148672690228255
"Estonia","Ireland","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.911532",0,0,0,0,7.452197,"EST","IRL",1.4904394,0.193795309,1492.3322776,0.000998731597762501,0.000193549498596448
"Estonia","Italy","4.303291","..","..","-2.556522","22.174551","4.913811","121.511610",1.513165,5.698568,12.722107,11.121074,6.424308,"EST","ITA",7.4958444,0.211710304,1492.3322776,0.0050229057646967,0.00106340090640729
"Estonia","Latvia","44.981791","19.847544","27.950542","135.734161","226.023479","379.303034","618.448534",289.363167,973.62119,106.017557,965.865254,60.131518,"EST","LVA",478.9997372,0.262947089,1492.3322776,0.320973917397496,0.0843991572245981
"Estonia","Lithuania","134.564908","58.249577","92.365628","45.925466","133.370641","288.552464","421.487796",313.903395,554.845937,100.981723,717.587283,163.048925,"EST","LTU",370.0734526,0.257202643,1492.3322776,0.247983279699049,0.0637819549584037
"Estonia","Luxembourg","0.000000","0.000000","0.000000","0.000000","0.000000","3.255384","-0.685702",8.024316,8.617347,0.530088,1.529148,0.513945,"EST","LUX",3.8429688,0.129131919,1492.3322776,0.00257514285369498,0.00033253313839677
"Estonia","Malta","0.000000","..","0.000000","0.000000","2.467293","-2.697139","0.699389",0.804189,0,4.505746,0,18.502006,"EST","MLT",4.7623882,0.255508018,1492.3322776,0.00319123848722147,0.000815387020835277
"Estonia","Netherlands","0.000000","..","0.000000","0.551553","-0.599413","0.000000","2.452651",11.686381,39.473008,1.060176,19.183852,29.423328,"EST","NLD",20.165349,0.19057085,1492.3322776,0.0135126401155313,0.0025751153125609
"Estonia","Poland","4.173485","0.616413","-1.862014","-1.040994","0.846889","16.806312","17.297211",61.669169,4.725642,0,6.672644,0,"EST","POL",14.613491,0.149939918,1492.3322776,0.00979238418906393,0.00146826928233274
"Estonia","Portugal","0.000000","..","..","0.000000","..","0.929572","2.306204",2.228,6.949473,0,1.529148,22.485076,"EST","PRT",6.6383394,0.254607569,1492.3322776,0.00444829847859078,0.0011325704618204
"Estonia","Romania","0.000000","0.000000","0.000000","0.000000","1.589315","21.593419","37.530213",26.15886,0,0,48.237657,1.284862,"EST","ROU",15.1362758,0.25070976,1492.3322776,0.0101426981290939,0.00254287341369759
"Estonia","Slovakia","0.000000","0.000000","0.000000","0.000000","0.000000","2.009682","3.425773",8.006738,0.694947,0,0,0.770917,"EST","SVK",1.8945204,0.187754477,1492.3322776,0.00126950306472417,0.000238354883967184
"Estonia","Spain","1.247928","..","0.000000","0.000000","18.359200","17.888931","21.548291",1.787088,1.389895,3.048005,4.726456,4.368529,"EST","ESP",3.0639946,0.213517562,1492.3322776,0.00205315843260295,0.000438385382929122
"Estonia","Sweden","0.000000","0.531715","1.279359","2.493168","0.000000","1.596957","6.709205",32.715421,3.891705,10.20419,83.825093,63.729131,"EST","SWE",38.873108,0.205265765,1492.3322776,0.0260485607551936,0.00534687775056379
"Estonia","United Kingdom","0.000000","0.000000","0.930443","-0.921739","0.804606","7.787832","36.676165",11.645366,2.084842,0.795132,3.614349,6.038849,"EST","GBR",4.8357076,0.164744418,1492.3322776,0.00324036923450914,0.000533832743644315
"Estonia","Liechtenstein","0.000000","0.000000","0.000000","0.000000","0.000000","-1.152870","0.000000",0,0,0,0,0,"EST","LIE",0,NA,1492.3322776,0,NA
"Estonia","Norway","..","..","-1.042231","0.000000","0.666567","9.276903","18.515325",20.881093,25.018103,15.63759,4.86547,6.295821,"EST","NOR",14.5396154,0.161815828,1492.3322776,0.00974288073657625,0.00157655231349434
"Estonia","Switzerland","0.000000","..","0.000000","0.000000","..","0.000000","7.731599",3.682572,5.837557,2.120351,0.973094,1.413348,"EST","CHE",2.8053844,0.155764363,1492.3322776,0.00187986579269845,0.000292816097725163
"Estonia","Canada","0.000000","..","-1.156278","0.000000","0.833209","..","-2.786606",0,0,0,0,0,"EST","CAN",0,0.233574656,1492.3322776,0,0
"Estonia","United States","..","..","1.676829","-1.691925","-0.744914","1.898033","7.208768",0,4.586652,5.565922,92.860966,0,"EST","USA",20.602708,0.199021375,1492.3322776,0.0138057109058404,0.00274763156733286
"Estonia","Australia","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.958067",0,0,0,0,0.770917,"EST","AUS",0.1541834,0.238866553,1492.3322776,0.000103317071080149,2.46789926349712e-05
"Estonia","Egypt","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0.698722,0,0,0,0,"EST","EGY",0.1397444,0.283767746,1492.3322776,9.36416119235455e-05,2.65724691473512e-05
"Estonia","Morocco","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.526937",NA,0,0,0,0,"EST","MAR",0,0.364708027,1492.3322776,0,0
"Estonia","Seychelles","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.517356",0,0,0,0,0,"EST","SYC",0,0.372139737,1492.3322776,0,0
"Estonia","South Africa","0.000000","0.000000","0.000000","0.000000","0.000000","0.631005","0.000000",0,0,0,0,0,"EST","ZAF",0,0.365560843,1492.3322776,0,0
"Estonia","China","0.000000","0.000000","0.000000","0.000000","..","0.000000","0.695283",0,0,9.011492,2.363228,0.770917,"EST","CHN",2.4291274,0.303023198,1492.3322776,0.00162773896702588,0.000493242667297398
"Estonia","Singapore","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0.533197,0,0,0,0,"EST","SGP",0.1066394,0.352335547,1492.3322776,7.14582145013306e-05,2.51772690939696e-05
"Estonia","Thailand","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.756873",1.93357,0,0,0,0,"EST","THA",0.386714,0.308106181,1492.3322776,0.000259133978273204,7.9840780413094e-05
"Estonia","Turkey","0.000000","0.000000","0.000000","0.000000","0.000000","1.220612","0.751398",1.104479,0,0,0,0,"EST","TUR",0.2208958,0.277430808,1492.3322776,0.000148020520172122,4.10654525119322e-05
"Estonia","Brazil","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.873209",0,0,0,0,0,"EST","BRA",0,0.295596157,1492.3322776,0,0
"Estonia","Belize","0.000000","0.000000","0.000000","0.000000","..","..","1.328975",0,0,0,0,0,"EST","BLZ",0,0.293049515,1492.3322776,0,0
"Estonia","British Virgin Islands","0.000000","0.000000","-1.368564","..","..","0.000000","7.025367",1.129381,0,0,0,0,"EST","VGB",0.2258762,NA,1492.3322776,0.000151357846634034,NA
"Estonia","Dominican Republic","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","3.171201",0,0,0,0,0,"EST","DOM",0,0.398649596,1492.3322776,0,0
"Estonia","Azerbaijan","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","..",8.661515,0,0,0,0,"EST","AZE",1.732303,0.292860758,1492.3322776,0.00116080247408836,0.000339953492449793
"Estonia","Belarus","0.000000","0.000000","0.000000","2.074534","25.043526","15.543047","18.215587",14.403633,0,8.87897,8.201792,2.441237,"EST","BLR",6.7851264,0.230041615,1492.3322776,0.00454665928080842,0.00104592084381191
"Estonia","Kazakhstan","0.000000","..","0.000000","4.438509","..","0.000000","0.000000",1.161607,0.833937,9.011492,0,8.094627,"EST","KAZ",3.8203326,0.28386346,1492.3322776,0.00255997451595963,0.000726683223612127
"Estonia","Moldova, Republic of","0.000000","0.000000","0.000000","-8.905590","0.000000","4.129759","..",5.780203,0,0,0,0,"EST","MDA",1.1560406,0.322664458,1492.3322776,0.000774653619272491,0.000249953190200297
"Estonia","Russian Federation","0.000000","1.105778","12.025745","22.257143","148.354723","37.251879","115.156890",186.532391,5.2816,5.300878,48.793711,13.876504,"EST","RUS",51.9570168,0.289435913,1492.3322776,0.0348159840672738,0.0100769961355048
"Estonia","Ukraine","2.260414","6.689253","12.236902","8.452174","35.345471","12.796983","53.554565",129.436408,86.173467,41.081803,26.551564,31.093648,"EST","UKR",62.867378,0.262116511,1492.3322776,0.0421269304052745,0.0110421640169704
"Fiji","Australia","..","0.000000","..","0.000000","..","..","-0.836771",NA,NA,NA,NA,NA,"FJI","AUS",NA,0.238866553,4.8993104,NA,NA
